name,price,size,color,rpm,airflow,noise_level,pwm
Cooler Master MasterFan Lite,,120,Black,1200,32,25,False
Deepcool CF,,140,Black,"[500, 1200]",64.13,"[19.8, 24]",True
Anidees AI AUREOLA 3-Pack,,120,Black,1500,35.2,24.7,False
Alpenföhn Wing Boost 3 ARGB,,120,Black,"[700, 2200]",77.9,36.8,True
Alpenföhn Wing Boost 3 ARGB,,140,Black,"[500, 1500]",78.9,25.6,True
Apevia 412L-RGB Spectra 4-Pack,,120,Black,1350,57.67,24.7,False
Apevia FrostBlade 6-Pack,,120,Black,1350,57.67,24.7,False
Fractal Design Prisma SL,,140,Black / White,1000,63.33,19.4,False
Rosewill RGBF-S12001 3-Pack,,120,Black,"[800, 1800]",41.2,27.8,True
Akasa Vegas TLX,,120,Black / White,1500,35.2,23.8,False
Thermalright TL-RS12 ARGB,,120,Black / Gray,"[400, 1500]","[21.76, 65.25]","[15, 23]",True
SeaSonic MAGFLOW,41.98,120,Black,"[600, 2000]",63.33,"[9.9, 33.78]",True
Cooler Master MasterFan MF200R,36.25,200,,800,90,28,False
Aerocool DS,16.98,120,Black / Gray,"[1100, 1500]","[62.5, 81.5]","[14.8, 23.1]",False
Apevia C 3-Pack,17.95,120,Black / Red,1500,57.67,24.7,False
Cougar Dual-X,22.95,120,Green,,64.37,16.6,False
Silverstone FHP,25.99,140,Black,"[500, 2000]","[42.8, 171]","[13.4, 43.5]",True
Enermax T.B. RGB,96.0,120,Black,"[500, 1500]",47.53,22,True
Evercool EC4015SH12BP,11.95,40,Black,"[3000, 10000]",,32,False
RIOTORO Prism 2-Pack,,120,Clear,1500,47,26.5,False
ARCTIC F14 TC,12.99,140,Black / White,"[400, 1350]",74,,False
RAIJINTEK IRIS 12 RBW ADD-3 3-Pack,105.0,120,White / Black,"[400, 1800]",35.8,28,True
Silverstone FN,9.99,80,Black,2050,25.46,23.5,False
Phanteks F140SP,22.99,140,Black / White,1200,82.1,19,False
Gelid Solutions Slim,,120,Black,"[900, 1600]","[25, 52.4]","[12.3, 25.4]",False
SilenX Effizio,17.57,80,Yellow,1400,25,12,False
Cougar Dual-X,28.98,140,Red,1000,73.18,18,False
Cougar Vortex,16.98,120,Black,1200,60.4,17.7,False
Scythe Slipstream,,120,Black,1900,110.31,37,False
Aerocool Streamliner,15.0,140,Blue,1000,54.7,19.6,False
RAIJINTEK Iris,8.99,120,,"[800, 1800]",42.17,26.5,True
StarTech FAN8025PWM,8.97,80,Black,"[800, 2500]","[9.74, 25.02]","[10, 28]",False
Antec 75003,,120,Clear,2000,79,29.8,False
NZXT FZ,,200,White,700,103,"[20, 25]",False
ARCTIC F8 Pro,,80,White / Black,2000,33,,False
Aerocool DS,17.98,120,Black / Red,"[1100, 1500]","[62.5, 81.5]","[14.8, 23.1]",False
Insignia NS-PCF8050,14.98,80,Black,2000,23.96,22.3,False
CRYORIG QF120 Balance,,120,Black / White,"[330, 1600]",49,"[10, 25]",True
Thermaltake Riing,14.99,140,Black / Orange,"[1000, 1400]",51.15,"[22.1, 28.1]",False
Kingwin CFR-012LB,9.98,120,Clear,950,40,19,False
ARCTIC F9 Rev. 2,,92,White / Black,"[550, 1800]",43,,True
Thermaltake Riing 3-Pack,,120,Black,"[500, 1400]",48.79,"[18.2, 24.8]",True
RAIJINTEK Iris,8.99,120,,"[800, 1800]",42.17,26.5,True
ARCTIC P8 PST CO,,80,Black,"[200, 3000]",23.4,,True
Gelid Solutions Silent 9,9.5,92,Black,1500,31.32,20,False
BitFenix Spectre,,120,Black,1000,43.5,20,False
Antec Two Cool,,120,Black,"[600, 1200]","[21.3, 42.6]","[17, 23.7]",False
Apevia CF4SL-UBL-LED,,80,Blue,2000,25.64,22.05,False
ARCTIC F12 Pro,,120,White / Black,1350,57,,False
Logisys CF120BL,9.99,120,Clear,"[1800, 2000]",69.15,39.29,False
Xigmatek XAF,,120,Black,"[1000, 1800]",90.3,26,False
NZXT FX,,140,White,2000,"[49.1, 98.3]","[22.1, 37]",False
Cooler Master Megaflow,,200,Clear,700,110,19,False
Cooler Master R4-C2R-20AC-GP,,120,Black,2000,69,19,False
Rosewill RFA-120-RL,,120,Red,2000,74.48,29.28,False
Antec BIGBOY200,,200,Black,800,134,30,False
BitFenix Spectre Pro,,200,Black,900,148.72,27.5,False
be quiet! Silent Wings 2,,140,Black,1000,60.4,16.4,True
Insignia NS-PCF1250,,120,Black,1200,44,22.5,False
Cooler Master XtraFlo,,120,Black / Red,"[800, 2200]","[34.02, 93.74]","[15, 38]",True
EK Vardar F4-120ER,,120,Black,2200,77,33.5,True
Reeven Euros,9.99,120,Black,1200,46.4,22.3,False
Rosewill RWCR-1612,,120,Black / Red,"[500, 1500]",63.1,"[6.9, 26.2]",True
In Win Polaris 2-Pack,,120,Black / Translucent White,"[500, 1280]",43.31,20.2,True
BitFenix Spectre Pro,,200,Black / White,900,148.72,27.5,False
Lian Li Bora Lite 3-Pack,,120,Black,"[900, 1500]",48.31,28.2,True
Phanteks F120SP,,120,Black,1300,54.4,24.2,False
In Win CROWN AC120 2-Pack,,120,Black / Clear,"[500, 1600]",53.08,"[14.7, 28.3]",True
GameMax Razor ARGB,,120,Black,1200,60,26,False
Fractal Design Prisma SL,,140,Black / White,1000,63.33,19.4,False
Cougar VORTEX SPB 3-Pack,,120,Black,"[600, 1500]",43.54,26,True
SilentiumPC Mistral 140,,140,Black,1000,61,,False
ID-COOLING FL-12025K,,120,Black,1250,45,21,False
ARCTIC P PST,,140,Black / Transparent,,68.9,"[0, 68.9]",True
Thermalright TL-R12,,120,Black / Gray,"[400, 1500]","[21.76, 65.25]","[15, 23]",True
Scythe Kaze Flex,11.95,92,Black,"[300, 2300]","[6.75, 48.88]","[7.3, 28.83]",True
Azza Hurricane III Digital,19.98,120,White,"[1000, 1800]",49.1,26.29,True
Enermax D.F. Storm,25.99,120,Black,"[1500, 3500]","[72.47, 155.08]","[23, 38]",True
Scythe Kaze Flex,43.32,120,Black,"[300, 800]","[16.6, 43.03]","[4, 14.05]",True
Fractal Design Silent R3,,40,Black / White,4000,3.6,20,False
Akasa Soho AR,35.95,120,Black,"[500, 2000]",52.91,"[14.2, 31.8]",True
Thermaltake Riing,14.96,140,Black / Green,"[1000, 1400]",51.15,"[22.1, 28.1]",False
Silverstone FHP,25.99,140,Black,"[1200, 2000]","[42.8, 171]",43.5,False
be quiet! Shadow Wings,52.0,92,White,1800,"[32.6, 54.4]",17.8,True
Rosewill RNBD-131409,10.99,140,Black,,55.4,22,False
Phanteks F140HP II,19.98,140,White,"[500, 1600]",68.1,25,True
NoiseBlocker NB-ELOOP X ARGB,54.6,120,White,,"[0, 77.93]","[0, 28.4]",True
Scythe Kaze Flex,23.8,120,Black,1200,51.17,24.9,False
SilenX Effizio,22.67,120,Red,1400,74,15,False
Aerocool Shark,13.99,140,Blue,"[800, 1500]","[50, 96.5]","[14.5, 29.6]",False
NoiseBlocker BlackSilentPro P-2,17.63,40,Black,3800,5.3,18,False
Thermaltake Luna,,200,Black / Red,800,129.63,28.2,False
Scythe Slipstream,30.98,120,Black,"[200, 1300]","[9.8, 74.25]","[3, 26.5]",True
Evercool EC4010TH12BP,10.95,40,Black,"[2000, 6500]",,26,False
Iceberg Thermal IceGALE,19.99,140,Teal / White,"[500, 1600]",96,"[0, 36]",True
Corsair ML140 LED ELITE Red Premium,17.49,120,White,"[400, 1600]","[15, 82.9]","[10, 31.8]",True
Gelid Solutions Silent 12 PWM,11.9,120,Black,"[750, 1600]",64.5,25.5,True
SilenX Effizio,20.2,120,Yellow,1100,44,12,False
Cooler Master R4-S8R-20AK-GP,,80,Black,2000,28.89,20.9,False
StarTech FAN9X25TX3L,11.28,92,Black,1600,31.84,25,False
StarTech FAN8X25TX3L,7.15,80,Black,2000,26.6,27,False
NoiseBlocker BlackSilentPro P-3,,140,Black,1700,90.05,"[33, 3]",False
BitFenix Spectre,,120,Black,1000,43.5,20,False
Thermaltake Pure S,40.0,120,Black,1000,38.89,17.78,False
Thermaltake Pure,9.99,120,Clear,1000,40.99,19.5,False
Silverstone FQ,26.99,120,White / Blue,"[800, 1500]","[37.79, 63.8]","[15.9, 24.9]",True
RIOTORO Cross-X Classic,20.76,120,Black,1500,47,26.5,False
ARCTIC F9 PST 5-Pack,,92,Black / White,"[550, 1800]",43,,True
Prolimatech Ultra Sleek Vortex,,140,,"[300, 1000]",98,"[9, 18]",True
Gelid Solutions Silent 14,43.83,140,Black,1000,67.4,21,False
BitFenix Spectre,,140,Black,1000,47.7,20,False
BitFenix Spectre,,120,White,1800,51.3,22.5,False
Cooler Master SickleFlow,,120,Translucent Gray,2000,69.69,19,False
NZXT Air Flow,,140,White,1000,83.6,24.5,False
Cougar Dual-X,,140,Blue,1000,73.18,18,False
Cougar Vortex,,140,Orange,1000,64.5,17.9,False
Thermaltake Blue-Eye,,120,Clear,"[1300, 2500]",97.5,"[24.6, 38.79]",False
Evercool FAN-EC8015M12CA,,80,Black,2500,28.49,26,False
Aerocool V12,,120,Translucent Black,1000,29.7,17.3,False
Cooler Master R4-S4S-10AK-GP,,140,Black,1000,60.9,16,False
Gelid Solutions Silent TC,,120,White,"[750, 1500]",58,"[12, 25.5]",False
Noctua S12B FLX,,120,Brown,"[600, 1200]","[28.95, 59.21]","[6, 18.1]",False
Gelid Solutions Silent 7,,70,Black,2200,19.8,21.8,False
BitFenix Spectre Pro,,140,Black,"[500, 1800]",122.2,29.2,True
Corsair AF120,,120,Black,1500,52.19,25.2,False
Corsair AF120,83.58,120,Black,1500,52.19,25.2,False
Corsair AF140,,140,Black,1200,66.4,25.5,False
CRYORIG XF140,,140,Black,"[700, 1300]",76,23,True
Thermaltake DuraMax,,80,Black,2900,38.2,31.3,False
LEPA LP-BOL12P-R,,120,Black,"[600, 1600]",81.45,"[8, 18]",True
Fractal Design Silent R2,,140,Black,1000,66,18.5,False
Phanteks F120SP,,120,Black / White,1300,54.4,24.2,False
Deepcool GF,,120,Black,"[500, 1800]",79.81,"[17.6, 32.5]",True
Fractal Design Dynamic GP,,120,Black,1200,52.3,19.39,False
EK Vardar F4,,120,Black / Gray,2200,77,33.5,True
Thermaltake Luna Slim,,140,Black / White,1200,38.59,24,False
Thermaltake Riing,45.98,120,Black,"[1000, 1500]",40.6,26.4,True
ARCTIC F Silent,,80,White / Black,1200,15.1,,False
Thermaltake Riing,,140,Black,"[1100, 1400]",51.15,"[19, 28.1]",True
Apevia U 2-Pack,,120,Orange,1700,63.85,29.67,False
Xilence Performance C,,120,Black / Red,1500,57.9,28,True
NZXT Aer RGB,,140,Black,"[500, 1500]","[23.9, 71.6]","[22, 33]",True
Corsair SP120 3-Pack,,120,White / Black,1400,52,26,True
Cooler Master MasterFan Pro Air Flow,,140,Black,"[500, 800]",53,"[6, 20]",True
Cooler Master MasterFan Pro Air Balance 3-Pack,,120,Black,1300,42.7,20,True
Apevia C 3-Pack,,120,Black / Pink,1500,57.67,24.7,False
Fractal Design Silent LL,,140,Black,1200,47.1,23.3,False
Aerocool Dark Force,,140,Black,1200,48,22,False
RAIJINTEK Iris,8.99,120,,"[800, 1800]",42.17,26.5,True
Fractal Design Prisma AL,,120,White / Black,1200,50.63,19.5,False
GameMax Eclipse RGB,,120,Black / White,1300,43.2,25.88,False
Alpenföhn Wing Boost 3 ARGB,,120,Black,"[700, 1600]",54.5,23.5,True
Fractal Design Prisma SL,,120,Black / White,1200,50.63,19.5,False
darkFlash CF8 Pro 5-Pack,,120,Transparent,,,,False
Iceberg Thermal IceGALE Xtra,,120,Gray / White,"[500, 3000]",127,"[0, 44]",True
Vetroo ARGB120,,120,Pink,1300,48.1,,True
ID-COOLING NO-9225-XT-ARGB,,92,Black / White,"[600, 2200]",45.8,"[14, 25.8]",True
ID-COOLING TF-9215,,92,Black / White,"[800, 2800]",46,"[14, 35.2]",True
ID-COOLING WF-12025-XT-R,,120,Black,"[600, 2200]",71.2,"[14, 35]",True
ID-COOLING SF-12025-W,,120,White,"[700, 1500]",62,"[18, 26.4]",True
Azza Hurricane II Digital,,120,White,"[1000, 1800]",43.06,29,True
ID-COOLING ZF-12025 Pastel,,120,Green,"[900, 2000]",55.2,"[16.3, 33.5]",True
Iceberg Thermal IceGALE ARGB 2-Pack,,140,Black / Teal,"[500, 1600]",96,"[0, 36]",True
Jonsbo ZG-R 3-Pack,,120,White,"[500, 1500]","[20.1, 61.7]","[23.8, 36.8]",True
Alpenföhn JetStream Slim,,120,Black,"[400, 1800]",52.619,24.7,True
Gelid Solutions Silent 12,12.5,120,Black,1000,40.3,20.2,False
Silverstone FM,,120,White,"[800, 2400]",110.03,"[17, 39.5]",False
Evercool EC-8038,,80,Black,5000,67.09,43.8,False
Aerocool DS,12.59,120,Black / White,"[1100, 1500]","[62.5, 81.5]","[14.8, 23.1]",False
Silverstone FW,12.99,120,Blue / White,"[1000, 1800]","[42.6, 76.5]","[18.39, 28.1]",True
Silverstone FW,15.47,92,Blue / White,"[1500, 2800]","[26.8, 49.5]","[14.1, 27.7]",True
ARCTIC F8,,80,White / Black,2000,31,,False
Antec True Quiet,,120,Blue,"[600, 1000]","[21.2, 35.3]","[8.9, 19.89]",False
Evercool Spider Filter,,120,Red,2000,80,25,False
Fractal Design Silent LL,,140,Black,1200,47.1,23.3,False
Aerocool Shark,11.38,120,Green,"[800, 1500]","[32.5, 82.6]","[12.6, 26.5]",False
Aerocool Shark,17.98,120,White,"[800, 1500]","[32.5, 82.6]","[12.6, 26.5]",False
Aerocool Silent Master,20.99,200,Red,800,76,18,False
Silverstone Air Penetrator,21.99,120,Clear,1500,35.36,22.4,False
Enermax T.B. Silence,,120,Clear,1200,53.02,14,False
SilenX Effizio,18.55,92,Yellow,1300,32,12,False
Thermaltake Luna,9.99,120,Black / Red,1200,50.44,20.7,False
Silverstone FN,16.23,120,Black / White,2000,32.6,23.5,False
Silverstone FN,15.99,120,Black,1500,25.06,18,False
Iceberg Thermal IceGALE ARGB,27.99,140,Black / Teal,"[500, 1600]",96,"[0, 36]",True
Noctua B9 PWM,,92,Brown,"[300, 1600]","[30.96, 37.85]","[13.1, 17.6]",False
Antec TRICOOL,,80,Red,"[1500, 2600]","[20, 34]","[18, 30]",False
ARCTIC F14,14.99,140,White / Black,1300,77.3,,False
SilenX Effizio,21.99,140,Yellow,900,48,12,False
NoiseBlocker ELoop B,,120,White,1300,51.14,17,False
Phanteks F140TS,,140,Red,"[750, 1200]","[45.1, 78.09]","[13.4, 19]",False
Evercool Evergreen,15.49,140,Green,600,38.58,16,False
be quiet! Silent Wings 2,,92,Black,1800,"[32.6, 55.4]",17.4,True
Cooler Master JetFlo,,120,Black,"[1200, 2000]",95,36,True
Evercool F-EC12038HH12BP,12.95,120,Black,"[800, 2200]",,"[17.2, 39]",True
Rosewill RFBF-131411,14.99,140,Black,1200,48.7,23,False
Corsair SP120,,120,Black / Red,1650,57.24,26.4,False
Scythe Slipstream,,120,Black,1200,68.54,24,False
Apevia C 3-Pack,17.95,120,Black / Green,1500,57.67,24.7,False
EVGA 400-HY-FX12-KR,,120,Black,"[500, 2400]",74.81,"[16, 39.9]",True
RAIJINTEK Iris,8.99,120,,"[800, 1800]",42.17,26.5,True
MagniumGear Skiron,,140,Black,1500,85,29,True
BitFenix Spectre,,120,White,1000,43.5,20,False
NZXT Air Flow,,140,Clear,1000,83.6,24.5,False
Rosewill Hyperborea,,140,Black,"[600, 1300]",89.55,"[12.5, 22.19]",True
Antec True Quiet,,120,Yellow / Gray,"[600, 1000]","[21.5, 35.79]","[8.9, 19.89]",False
Enermax T.B. Silence,,120,Translucent Gray,900,42.13,11,False
Zalman SF3,,120,White,1500,,23,False
Zalman F3,,120,Clear,1500,,23,False
Silverstone Air Penetrator,,120,Black,1200,42.58,19.7,False
Silverstone SCOOL,,80,Blue,"[900, 1750]","[14.68, 28.55]","[15, 19]",False
Antec 75120,,120,Clear,2000,79,30,False
Cougar Vortex,,140,Black,"[700, 1200]","[55.5, 70.5]","[16.4, 19.2]",False
Xigmatek XAF,,120,Blue,1500,75.3,24,False
Zalman SF2,,92,White,2000,,23,False
Masscool BLD-08025S1M,,80,Clear,2700,32.65,26.5,False
Evercool 1225H12B-Y21,,120,Black,4500,147.69,54.9,False
Scythe Gentle Typhoon,,120,Gray,1850,57.68,28,False
Delta Electronics FFB0912SH-F00,,92,Black,4100,90.02,50,False
NZXT FN,,120,White,1300,47.27,25.35,False
NoiseBlocker Multiframe,,120,Translucent Gray,750,34.13,8,False
Nexus SP802512H-03PWM,,80,Clear,2800,38,16.2,True
Rosewill RFA-80-WL,,80,Clear,2500,33.21,22.41,False
NZXT FZ,,200,Transparent,700,103,20,False
Apevia CF312SL-URD 3-Pack,,120,Red,1700,,29.67,False
Antec True Quiet,9.99,120,Red,"[600, 1000]","[21.2, 35.3]","[8.9, 19.89]",False
BitFenix Spectre Pro,,200,Black,900,148.72,27.5,False
BitFenix Spectre Pro,,120,White,1200,56.22,18.89,False
Cooler Master Super Fan,,120,Black,1200,44.73,19.1,False
Kingwin CF-012LBR,,120,Red / Black,950,40,19,False
Antec TRICOOL,,120,Transparent,2000,79,30,False
Thermalright TY,,140,Brown / Black,"[900, 1300]","[28.3, 73.6]","[17, 21]",True
Corsair AF140 Quiet,92.37,140,Black,1200,66.4,25.5,False
Enermax T.B. Apollish,,180,Black / Blue,"[600, 1200]","[116, 210]","[15, 20]",False
Enermax T.B. Vegas Single,,120,White,"[500, 1800]","[20.42, 75.98]","[14, 25]",True
NoiseBlocker BlackSilentPro PC-P,,80,Black,"[600, 2500]","[8.2, 30.6]","[6.2, 25.8]",True
SHARKOON Shark Blade,,120,Black / Green,1000,33,19,False
Antec True Quiet,,120,Black / Orange,"[600, 1000]","[21.1, 46.3]","[8.9, 19.9]",False
NZXT FN V2,,140,Black / White,1000,50,21,False
Nanoxia Deep Silence,,80,Black / Green,"[700, 1200]","[14.4, 15.8]","[6.8, 13.6]",False
Thermaltake Luna,,120,Black / Red,1200,50.44,20.7,False
Corsair SP120,,120,Black / Purple,1650,57.24,26.4,False
Deepcool XFAN,,120,Clear,1300,44.71,26,False
Zalman F3,,120,Black,1200,,"[20, 23]",False
Phanteks F140MP,,140,Black / White,"[500, 1600]",68.09,"[17, 25.3]",True
Scythe Slipstream,10.99,120,Black,500,4.5,7.5,False
Phanteks F140SP,,140,Black,1200,82.1,19,False
Apevia S 5-Pack,,120,Black / Orange,1500,50.28,21.1,False
In Win AURORA 3-Pack,,120,Black / Red,"[800, 2000]","[40.26, 57.64]","[23.7, 39.2]",True
Apevia S,,120,Black / Pink,1500,57.67,24.7,True
BitFenix Spectre Pro,,120,Black / White,1200,56.22,18.9,False
Apevia C 5-Pack,,120,Black / Blue,1500,57.67,24.7,False
EVGA 400-HY-FX13-KR,,140,Black,"[600, 2200]",113.5,"[16, 39.5]",True
Enermax T.B. RGB 3-Pack,,120,Black,"[500, 1500]",47.53,22,True
Deepcool MF 3-Pack,,120,Black,"[500, 2200]",56,37.9,True
Apevia 512L-DMC 5-Pack,,120,Black / Multicolor,1500,57.67,24.7,False
Aerocool Centaurus III,12.98,80,Black,2000,26.8,21.6,False
Enermax T.B. Silence Adv,,140,Black,"[300, 1200]",66.57,"[7, 14.9]",True
Azza Hurricane 3-Pack,,120,Black,1200,56.12,33.8,True
In Win CROWN AC140 2-Pack,,140,Black / Clear,"[500, 1500]",69.03,"[18.1, 32.5]",True
Anidees AI Tesseract 3-Pack,,120,Black,"[600, 1200]",30.54,19,True
GameMax Cyclone RGB,,120,Black,1100,36,25,False
Alpenföhn Wing Boost 3 ARGB 3-Pack,,140,Black,"[500, 1500]",78.9,25.6,True
ARCTIC BioniX P120,,120,Green / Black,"[200, 2100]",67.56,,True
Fractal Design Venturi,,140,White / Black,"[400, 1500]","[24, 78.1]","[10, 30.1]",True
ID-COOLING DF-12025 3-Pack,,120,Black / White,"[900, 2000]",56.5,"[16.2, 31.5]",True
Iceberg Thermal IceGALE,11.99,80,Black / White,"[800, 2000]",29,"[0, 26]",True
Iceberg Thermal IceGALE Xtra,,80,Black / White,"[800, 3000]",37,"[0, 29]",True
In Win Sirius Pure ASP120-1PK,,120,White,"[500, 1800]",50,"[13, 27]",True
ID-COOLING DF-12025-ARGB,,120,Black,"[900, 2000]",56.5,"[16.2, 31.5]",True
ID-COOLING XF-12025-ARGB-SNOW,,120,White,"[700, 1500]",62,"[18, 26.4]",True
ID-COOLING ZF-12025-ARGB-TRIO-SNOW 3-Pack,,120,White,"[500, 1600]",50.5,"[16.3, 28.5]",True
ID-COOLING WF-14025-XT BLACK,,140,Black,"[800, 1600]",76.8,"[16.8, 32.6]",True
ID-COOLING XF-12025-SD-W,,120,Black / White,"[700, 1800]",74.5,"[18, 35.2]",True
Fractal Design Silent R3,,60,Black / White,2500,13.3,20.6,False
ID-COOLING ZF-12025 Pastel,,120,Yellow,"[900, 2000]",55.2,"[16.3, 33.5]",True
Thermalright TL-R12,,120,Black,"[400, 1500]","[21.76, 65.25]","[15, 23]",True
Iceberg Thermal IceGALE ARGB 2-Pack,,140,Teal / White,"[500, 1600]",96,"[0, 36]",True
Alpenföhn JetStream,,120,Black,"[400, 1600]",55.326,22.8,True
Gelid Solutions Stella Infinity,,120,Black,"[500, 1600]",70,35,True
In Win Mercury AM120S,25.98,120,Black / White,"[400, 2000]",60.71,"[17, 29]",True
Silverstone Air Penetrator,,180,White,"[500, 2000]","[60, 170]","[17, 34]",False
Corsair ML Elite,14.99,120,White,"[450, 2000]","[14.86, 58.1]","[10, 30.4]",True
Thermaltake Pure A12,13.99,120,Black,"[500, 1500]",,,True
NZXT Air Flow,12.99,120,Clear,1200,59.1,26.8,False
Silverstone AP,106.0,140,Black / White,"[500, 1500]","[13.62, 44.2]","[19.25, 23.54]",True
Aerocool Centaurus I,9.99,80,Silver,2000,26.8,21.6,False
Thermaltake Pure A14,14.99,140,Black,"[500, 1500]",,32,True
SilenX Effizio,16.94,80,Red,1700,32,15,False
Silverstone FN,10.32,120,Clear,1200,58.47,25.15,False
NoiseBlocker BlackSilentPro P-P,14.99,120,Black,1500,58.85,24,True
Enermax T.B. Silence,36.0,80,Black / White,1600,27.96,15,False
Thermaltake Riing,14.96,140,Black / Red,"[1000, 1400]",51.15,"[22.1, 28.1]",False
Prolimatech Vortex,18.98,120,Clear,"[1200, 1600]",72.67,29.1,False
SilenX Effizio,18.97,92,Red,1600,42,15,False
SilenX Effizio,17.95,80,Clear,1700,32,15,False
SilenX Ixtrema Pro,15.95,40,Black,3500,5,14,False
SilenX Effizio,15.81,120,White,1400,74,15,False
SilenX Ixtrema Pro,17.98,80,Black,1600,18,11,False
Thermaltake Mobile Fan II,,80,Black,"[1300, 3000]",47.28,"[17, 31]",False
NoiseBlocker BlackSilentFan X-1,14.99,140,Translucent Blue,800,35.31,13,False
Aerocool Shark,16.54,140,Green,"[800, 1500]","[50, 96.5]","[14.5, 29.6]",False
Fractal Design Silent R2,,80,Black / White,1400,19.5,14.3,False
Akasa Apache Black,34.89,140,Black,"[600, 1300]",89.55,"[12.5, 22.19]",True
SHARKOON Shark Blade,,120,Black / Blue,1000,33,19,False
Phanteks F120SP,15.23,120,Black / White,1300,54.4,24.2,False
Thermaltake Riing 3-Pack,,140,Black,"[500, 1400]",73.91,29.4,True
Silverstone FW,36.99,120,Black,"[500, 1800]","[10.95, 42.41]","[19.25, 23.54]",True
Zalman SF140,,140,Silver / Black,"[800, 1500]",61,29,True
Scythe Kaze Flex ARGB,28.66,120,Black / White,"[300, 1200]","[16.6, 51.17]","[4, 24.9]",True
Masscool FD08025B1M3/4,12.99,80,Black,2700,32.95,26.5,False
Evercool EC8038HH12BP,13.49,80,Black,"[2000, 6500]",37.1,"[22, 56.2]",False
StarTech FANBOX,10.76,120,Black,2000,72.94,30,False
NoiseBlocker BlackSilentPro P-2,,120,Black,1400,56.5,23,False
Gelid Solutions Silent,,120,White,1000,37,20.2,False
Nexus SP802512L-03,9.99,80,White,1500,20.2,17.6,False
Xigmatek XLF,32.92,120,Orange,1500,61,20,False
Evercool FAN-EC1425L12EA,7.0,140,Black,1200,68.23,22.1,False
Rosewill RFTL-131209R,10.99,120,Clear,2000,59.8,36,False
Corsair SP140 2-Pack,,140,Black / Blue,1440,49.49,29.3,False
Thermaltake Pure,,140,Clear,1000,67.02,20,False
Evercool FAN-EC8025M05CA,16.6,80,Black,2500,"[12.66, 29.58]",34,False
Thermaltake Riing,14.06,140,Black / Yellow,"[1000, 1400]",51.15,"[22.1, 28.1]",False
Fractal Design Prisma SL,,140,Black / White,1000,63.33,19.4,False
Fractal Design Prisma SL,,140,Black / White,1000,63.33,19.4,False
Akasa Vegas TLY,30.0,140,Black / White,1200,41.2,21.2,False
Gelid Solutions Silent 8 PWM,22.4,80,Black,"[900, 2000]",27,21.5,True
BitFenix Spectre Pro,,200,White,900,148.72,27.5,False
BitFenix Spectre Pro,,200,Clear,900,148.72,27.5,False
Cooler Master Excalibur,,120,Black,"[600, 2000]","[26.4, 85.6]","[13, 30]",False
NZXT FS,,193,Black / White,800,89.5,20,False
NZXT Air Flow,,120,White,1200,59.1,26.8,False
NZXT Air Flow,,120,Clear,1200,59.1,26.8,False
NZXT Air Flow,,140,Clear,1000,83.6,24.5,False
Phanteks F140TS,,140,Orange,"[750, 1200]","[45.1, 78.09]","[13.4, 19]",False
Apevia CF4SL-UGN,,80,Green,2000,25.64,22.05,False
ARCTIC F9 Pro,,92,White / Black,2000,39,,False
ARCTIC F9 CO,,92,Black,"[550, 1800]",43,,False
Enermax Marathon,,120,Clear,1000,44,17,False
Enermax Magma,,80,Red,2200,34.15,21,False
Enermax UCCL12N,,120,White,1500,71.25,18,False
Xigmatek XAF,,140,Black,"[800, 1300]",90.3,18,False
Xigmatek eXTREME SILENT,,120,Black,1800,75,20,False
Antec 75026,9.97,120,Clear,2000,79,30,False
Cooler Master SAF-B82-E1,,80,Black,2500,32.11,26,False
Cougar Dual-X,,120,Orange,1200,64.37,16.6,False
Masscool 9025B1M3/4,,70,Black,2500,45.43,34,False
Evercool FAN-AL12025B,,120,Silver,2000,79.14,,False
Evercool FAN-EC4007M12CA,,40,Black,5500,4.8,25,False
Scythe Gentle Typhoon,,120,Gray,1450,50.03,21,False
NoiseBlocker BlackSilentPro P-P,14.99,92,Black,1800,38.25,20,True
NoiseBlocker BlackSilentPro P-P,,80,Black,2500,30.6,26,True
BitFenix Spectre,,230,Black,900,97.8,20,False
Cooler Master Megaflow,,200,Clear,700,110,19,False
Apevia CF12S-BK,7.99,120,Black,1500,57.67,24.7,False
Gelid Solutions Wing PL,,120,Green,"[600, 1800]",75.59,"[10, 26.8]",True
Nexus D12SL-12,9.99,120,Black / White,1000,36.86,18,False
Rosewill RFA-80-K,,80,Black,2500,33.21,22.41,False
Xigmatek Crystal,,120,Clear,1500,68.33,20,False
Aerocool AeroFlow,,120,Translucent White,1500,59.12,29.58,False
NZXT FZ,,200,Transparent,700,103,20,False
NZXT FZ,,120,Clear,1200,59.1,26.8,False
BitFenix Spectre,,140,Translucent Black,"[700, 1800]",56.1,24.2,True
BitFenix Spectre,,120,Translucent Black,"[700, 1800]",51.3,22.5,True
Zalman F3,,120,Transparent,"[1000, 1800]",,"[20, 32]",False
Cougar Vortex,,140,Orange,"[600, 1200]",70.5,19.2,True
Fractal Design Silent R2,,40,Black / White,4000,4.34,18,False
BitFenix Spectre,,120,Black,"[700, 1800]",51.3,22.5,True
Thermaltake TurboFan,,120,Red / Black,1400,50,17,False
be quiet! Shadow Wings,,80,Black,1400,"[14.8, 23.8]",8.4,False
Cooler Master JetFlo,,120,Black,"[1200, 2000]",95,36,True
Enermax T.B. Vegas Quad,,120,Black,"[1200, 1800]","[50.68, 75.98]","[20, 25]",True
