name,price,style,switches,backlit,tenkeyless,connection_type,color
Corsair K60 RGB Pro,99.99,Gaming,Cherry Viola,RGB,False,Wired,Black
HP HyperX Alloy Core RGB,34.99,Gaming,,RGB,False,Wired,Black
Redragon K552,36.99,Gaming,Outemu Blue,Red,True,Wired,Black
Razer Huntsman Mini,94.99,Mini,Razer Purple Optical Clicky,RGB,True,Wired,White
SteelSeries Apex Pro TKL,179.99,Gaming,SteelSeries QX2 OmniPoint,RGB,True,Wired,Black
Logitech G915 Lightspeed,227.54,Gaming,Logitech GL Tactile,RGB,False,Wireless,Black
Logitech K120,12.97,Standard,,,False,Wired,Black
Logitech G19,,Standard,,Multicolor,False,Wired,Black
Corsair K55 RGB PRO,49.88,Gaming,,Multicolor,False,Wired,Black
Topre Realforce 87U,649.33,Slim,Topre Variable,Blue,True,Wired,Black
Logitech G413 Carbon,52.99,Gaming,Romer-G Tactile,Red,False,Wired,Black
Redragon S113,37.59,Gaming,Outemu Brown,RGB,True,Wired,Black
Razer Huntsman Mini,101.86,Mini,Razer Red Optical Linear,RGB,True,Wired,Black
Corsair K100 RGB,249.99,Gaming,Corsair OPX,RGB,False,Wired,Black
HP HyperX Alloy Origins Core,88.0,Gaming,HyperX Red,RGB,True,Wired,Black
SteelSeries Apex Pro,165.99,Gaming,OmniPoint Adjustable,RGB,False,Wired,Black
G.Skill KM360,49.99,Standard,Cherry MX Red,White,True,Wired,White
Corsair K70 RGB MK.2,,Gaming,Cherry MX Red,RGB,False,Wired,Black
Corsair K65 60%,72.43,Mini,Cherry MX Speed Silver,RGB,True,Wired,Black
Logitech G915 TKL,198.29,Gaming,GL Tactile,RGB,True,Wireless,Black
Razer BlackWidow X Chroma Mercury Edition,354.33,Gaming,Razer Green,RGB,False,Wired,Silver / White
Keychron K2 V2 Aluminum,99.99,Standard,Gateron G Pro Brown,RGB,True,Wireless,Black / Gray
SteelSeries Apex 3 TKL RGB,44.98,Gaming,,RGB,True,Wired,Black
Razer BlackWidow V3,84.99,Gaming,Razer Green,RGB,True,Wired,Black
Logitech G610,85.98,Gaming,Cherry MX Red,White,False,Wired,Black
Razer Huntsman Tournament Edition,129.99,Gaming,Razer Red Optical Linear,RGB,True,Wired,Black
Razer Ornata Chroma,61.72,Gaming,,RGB,False,Wired,Black
Redragon K582 SURARA,44.99,Gaming,Outemu Red,RGB,False,Wired,Black
Logitech G213 PRODIGY,49.99,Gaming,,RGB,False,Wired,Black
Corsair K100 AIR Wireless,229.99,Gaming,Cherry MX Ultra Low Profile Tactile,RGB,False,"Wired, Wireless, Bluetooth Wireless",Black
Logitech G715,179.99,Gaming,GX Brown,RGB,True,"Wired, Wireless, Bluetooth Wireless",White
SteelSeries Apex 3,24.98,Gaming,,RGB,False,Wired,Black
Corsair K70 RGB MK.2 SE,169.99,Gaming,Cherry MX Speed Silver,RGB,False,Wired,White / Silver
HP HyperX Alloy Origins,32.48,Gaming,HyperX Red,RGB,False,Wired,Black
Razer BlackWidow V3 Pro,199.95,Gaming,Razer Yellow,RGB,False,Wireless,Black
Asus ROG Azoth,219.99,Mini,ROG NX Red,RGB,True,"Wired, Wireless, Bluetooth Wireless",Black
Verbatim 99201,10.0,Standard,,,False,Wired,Black
Asceny One,19.98,Mini,Gateron Blue Optical,RGB,True,Wired,Black
Razer Huntsman Mini,109.99,Mini,Razer Red Optical Linear,RGB,True,Wired,White
Logitech G PRO,71.9,Gaming,GX Blue,RGB,True,Wired,Black
Razer Huntsman Elite,199.99,Gaming,Razer Purple,RGB,False,Wired,Black
Corsair K65 RGB MINI,,Mini,Cherry MX Red,RGB,True,Wired,Black
Wooting Two HE,,Gaming,Lekker linear60,RGB,False,Wired,Black
Corsair K95 RGB PLATINUM,288.99,Gaming,Cherry MX Speed Silver,RGB,False,Wired,Black
Logitech G613,72.98,Standard,Romer-G Tactile,,False,Wireless,Black
Logitech Wireless Combo MK270,27.99,Standard,,,False,Wireless,Black
Logitech G413 SE,47.99,Gaming,Kailh LT Brown,White,True,Wired,Black
Logitech G915 TKL,191.99,Gaming,GL Tactile,RGB,True,Wireless,White / Silver
Corsair K70 RGB PRO,114.99,Gaming,Cherry MX Red,RGB,False,Wired,Black
Tecware Phantom RGB,45.99,Gaming,Outemu Brown,RGB,True,Wired,Black
Razer Huntsman V2 Analog,109.98,Gaming,Razer Analog Optical,RGB,False,Wired,Black
HP HyperX Alloy Origins Core,64.99,Gaming,HyperX Aqua,RGB,True,Wired,Black
Corsair STRAFE RGB MK.2,117.95,Gaming,Cherry MX Red,RGB,False,Wired,
Turtle Beach IMPACT 100,12.95,Gaming,,,False,Wired,Black / Red
Glorious GMMK,79.98,Gaming,Gateron Brown,RGB,True,Wired,Black
Turtle Beach IMPACT 700,18.95,Gaming,Cherry MX Brown,Red,False,Wired,Black
Razer Blackwidow V3 - Quartz,109.33,Gaming,Razer Green,RGB,False,Wired,Pink
SteelSeries Apex 5,79.98,Gaming,,RGB,False,Wired,Black
E-element Z88RGB81WRZ,34.99,Mini,Outemu Blue,Multicolor,True,Wired,White
Corsair K70 RGB TKL CHAMPION SERIES,149.99,Gaming,Cherry MX Red,RGB,True,Wired,Black
Logitech MX Keys Advanced,102.0,Slim,,White,False,Wireless,Black
Logitech G815 Lightsync RGB,199.61,Gaming,GL Tactile,RGB,False,Wired,Black
Redragon K596 Vishnu,74.98,Gaming,Outemu Red,RGB,True,Wireless,Black
Logitech G Pro X,69.98,Gaming,Logitech GX Blue Clicky,RGB,True,Wired,Black
SteelSeries Apex 7 TKL,109.99,Gaming,SteelSeries QX2 Red,RGB,True,Wired,Black
Logitech MK120,17.99,Slim,,,False,Wired,Black
Corsair K95 RGB PLATINUM XT,145.96,Gaming,Cherry MX Speed Silver,RGB,False,Wired,Black
Logitech G915 Lightspeed,249.0,Gaming,Logitech GL Clicky,RGB,False,Wireless,Black
Ducky One 2 Mini,,Standard,Cherry MX Red,RGB,True,Wired,White / Black
Corsair K65 RGB MINI,109.99,Mini,Cherry MX Speed Silver,RGB,True,Wired,White
Razer Huntsman V2,132.99,Gaming,Razer Red Optical Linear,RGB,True,Wired,Black
Razer BlackWidow V3 Mini HyperSpeed,109.99,Gaming,Razer Green,RGB,True,Wireless,Black
Razer Cynosa V2,66.75,Gaming,,RGB,False,Wired,Black
Razer Ornata V2,,Gaming,,RGB,False,Wired,Black
Razer Huntsman Mini,79.98,Mini,Razer Purple Optical Clicky,RGB,True,Wired,Black
Corsair K70 PRO MINI,119.99,Mini,Cherry MX Speed Silver,RGB,True,Wireless,Black
Redragon DEVARAIAS K556 RGB,59.99,Gaming,Outemu Brown,RGB,False,Wired,Black
Logitech G512 CARBON,99.99,Gaming,GX Brown,RGB,False,Wired,Black
G.Skill KM360,55.99,Standard,Cherry MX Red,White,True,Wired,Black
Corsair Vengeance K70,,Gaming,Cherry MX Red,Red,False,Wired,Black
Asus ROG Strix Flare II Animate,219.99,Gaming,ROG NX Red,RGB,False,Wired,Black
Razer BlackWidow V4 Pro,229.99,Gaming,Razer Green,RGB,False,Wired,Black
Lenovo 300,10.19,Slim,,,False,Wired,Black
Asus M601 ROG FALCHION/RD/US,149.0,Gaming,Cherry MX Red,RGB,True,Wireless,Black
Logitech G915 TKL,197.17,Gaming,GL Linear,RGB,True,Wireless,Black
GMMK Glorious Modular Mechanical Gaming Keyboard,79.98,Gaming,Gateron Brown,RGB,True,Wired,Black
Razer BlackWidow V3,99.99,Gaming,Razer Green,RGB,False,Wired,Black
Logitech G915 Lightspeed,214.5,Gaming,Logitech GL Linear,RGB,False,Wireless,Black
Logitech G Pro,140.0,Gaming,Romer-G Tactile,RGB,True,Wired,Black
Razer DeathStalker V2 Pro,164.99,Gaming,Razer Red Low-Profile Optical Linear,RGB,True,Wireless,Black
Keychron K2 Hot-swappable,89.99,Gaming,Gateron Blue,White,True,Wireless,Black / White
Corsair K55 RGB PRO XT,59.99,Gaming,,RGB,False,Wired,Black
Whirlwind FX Element V2,29.99,Gaming,Gateron Red,RGB,False,Wired,Black
MSI VIGOR,29.99,Gaming,,RGB,False,Wired,Black / Gray
Rosewill NEON K54,21.92,Gaming,,RGB,False,Wired,Black
AOC GK500,49.99,Gaming,Outemu Red,RGB,False,Wired,Black
Corsair K70 RGB PRO,158.75,Gaming,Cherry OPX,RGB,False,Wired,White
Asus TUF Gaming Combo K1 & M3,67.23,Gaming,,RGB,False,Wired,Gunmetal
Asus ROG CLAYMORE II,261.99,Gaming,ROG RX Red Optical,RGB,False,Wireless,Black
Redragon K552-RGB,48.98,Gaming,Outemu Blue,RGB,True,Wired,Black
Logitech MK235,22.92,Standard,,,False,Wireless,Black
Corsair K100 RGB,223.99,Gaming,Cherry MX Speed Silver,RGB,False,Wired,Black
Logitech G512 CARBON,,Gaming,Romer-G Tactile,RGB,False,Wired,Black
Keychron C2,78.98,Standard,Gateron G Pro Brown Hot-swappable,White,False,Wired,Black / White
MSI Vigor GK30,38.99,Gaming,,RGB,False,Wired,Black
Ducky Ducky One 2 SF RGB,,Gaming,Cherry MX Black,RGB,True,Wired,Black
HP HyperX Alloy Elite 2,99.99,Gaming,HyperX Red,RGB,False,Wired,Black
Corsair K95 RGB PLATINUM,297.47,Gaming,Cherry MX Speed Silver,RGB,False,Wired,Gunmetal
SteelSeries Apex 7,116.29,Gaming,SteelSeries QX2 Red,RGB,False,Wired,Black
EVGA Z15,44.99,Gaming,Kailh Silver Speed,RGB,False,Wired,Black
Logitech G513 Carbon,123.95,Gaming,GX Blue,RGB,False,Wired,Black
Logitech G715,199.99,Gaming,GX Red,RGB,True,"Wired, Wireless, Bluetooth Wireless",White
Razer BlackWidow V4 Pro,212.93,Gaming,Razer Yellow,RGB,False,Wired,Black
Razer BlackWidow Elite,199.99,Gaming,Razer Green,RGB,False,Wired,Black
Logitech K845,46.78,Standard,TTC Red,White,False,Wired,Black
RK Royal Kludge RK71,,Gaming,RK Brown,RGB,True,Bluetooth Wireless,White
Logitech G910 Orion Spectrum RGB,219.99,Gaming,Romer-G Tactile,RGB,False,Wired,Black
SHARKOON Skiller,,Gaming,,,False,Wired,Black
Asus ROG Strix Flare II Animate,219.99,Gaming,ROG NX Brown,RGB,False,Wired,Black
Logitech G13,496.99,Gaming,,RGB,True,Wired,Black
Corsair K60 RGB Pro SE,74.98,Gaming,Cherry Viola,RGB,False,Wired,Black
Razer BlackWidow V3 Mini HyperSpeed,119.99,Gaming,Razer Yellow,RGB,True,Wireless,Black
Redragon S101,39.99,Gaming,,,False,Wired,Black / Red
Redragon K551-RGB VARA,47.99,Standard,Outemu Blue,RGB,False,Wired,Black
Logitech K400 Plus,26.99,Mini,,,True,Wireless,Black / Yellow
Corsair K57 RGB,107.99,Gaming,,RGB,False,Bluetooth Wireless,Black
Logitech G710 Plus,329.0,Gaming,Cherry MX Brown,White,False,Wired,Black
Redragon K550-W RGB Yama,84.99,Gaming,Outemu Purple,RGB,False,Wired,White
Gigabyte AORUS K1,112.99,Gaming,Cherry MX Red,RGB,False,Wired,Black
Glorious GMMK,79.99,Gaming,Gateron Brown,RGB,False,Wired,Black
Keychron K2 Plastic,79.98,Standard,Gateron G Pro Brown,White,True,Wireless,Black / Gray
Razer BlackWidow V3,139.99,Gaming,Razer Yellow,RGB,False,Wired,Black
Corsair K68,,Gaming,Cherry MX Red,Red,False,Wired,Black
Keychron K4 V2,99.99,Standard,Gateron G Pro Brown,RGB,False,"Wired, Bluetooth Wireless",Black / Gray
EVGA Z20,54.99,Gaming,LK Light Strike Linear,RGB,False,Wired,Black
Asus ROG Strix Flare (Cherry MX Red),89.51,Gaming,Cherry MX Red,RGB,False,Wired,Black
Tecware Phantom RGB,45.99,Gaming,Outemu Red,RGB,True,Wired,Black
ROCCAT Vulcan TKL Pro,99.99,Gaming,Roccat Titan Optical,RGB,True,Wired,Black
Corsair STRAFE RGB,219.99,Gaming,Cherry MX Silent,RGB,False,Wired,Black / White
SteelSeries Apex 100,25.75,Gaming,,Blue,False,Wired,Black
Corsair K70 PRO MINI,119.99,Mini,Cherry MX Red,RGB,True,Wireless,Black
Asus ROG Strix Scope,119.99,Gaming,ROG NX Red,RGB,True,Wired,White / Gray
Razer Huntsman V2,162.99,Gaming,Razer Red Optical Linear,RGB,False,Wired,Black
Logitech MX Mechanical,169.99,Slim,Kailh Choc V2 Brown,White,False,Wireless,Gray / Black
Logitech MK200,19.99,Slim,,,False,Wired,Black
Corsair K60 Pro,92.23,Gaming,Cherry OPX,RGB,True,Wired,Black
Corsair K70 RGB MK.2,135.99,Gaming,Cherry MX Speed Silver,RGB,False,Wired,Black
Akko 5087S Shine-Through,,Standard,Akko CS Jelly Pink Linear,RGB,True,Wired,White
Microsoft ANB-00006,39.45,Slim,,,False,Wired,Black
Logitech G510s,540.74,Gaming,,Multicolor,False,Wired,Black
RK Royal Kludge RK71,,Gaming,RK Brown,RGB,True,Bluetooth Wireless,Black
Asus ROG CLAYMORE II,243.99,Gaming,ROG RX Blue Optical,RGB,False,Wireless,Black
Logitech K120 - UK Layout,44.04,Standard,,,False,Wired,Black
Asus ROG Azoth,249.99,Mini,ROG NX Brown,RGB,True,"Wired, Wireless, Bluetooth Wireless",Black
Razer BlackWidow V3,99.99,Gaming,Razer Yellow,RGB,True,Wired,Black
AmazonBasics KU-0833 +MSU0939,17.43,Standard,,,False,Wired,Black
Glorious GMMK,79.99,Gaming,Gateron Brown,RGB,True,Wired,Black
Corsair K55 RGB,94.99,Gaming,,RGB,False,Wired,Black
Keychron C2,64.98,Standard,Gateron G Pro Brown,White,False,Wired,Black / White
Corsair K70 RGB MK.2,264.98,Gaming,Cherry MX Brown,RGB,False,Wired,Black
Logitech G815 Lightsync RGB,196.91,Gaming,GL Clicky,RGB,False,Wired,Black
Redragon K512 SHIVA RGB,36.99,Gaming,,RGB,False,Wired,Black
Logitech K845,75.98,Standard,Cherry MX Red,White,False,Wired,Black
Corsair K68 RGB,169.0,Gaming,Cherry MX Red,RGB,False,Wired,Black
Qisan Magicforce,39.97,Mini,Outemu Brown,,True,Wired,White
ROCCAT Vulcan 122 AIMO,95.99,Gaming,Roccat Titan Brown,RGB,False,Wired,Silver
Keychron K3,99.99,Gaming,Optical Brown,RGB,True,Wired,Gray / Black
Logitech G510,674.89,Gaming,,Multicolor,False,Wired,Black
Microsoft CXD-00001,,Ergonomic,,,False,Bluetooth Wireless,Black
HP HyperX Alloy Origins,89.99,Gaming,HyperX Aqua,RGB,False,Wired,Black
Razer BlackWidow Lite,72.89,Gaming,Razer Orange,White,True,Wired,Black
Razer Cynosa Chroma,,Gaming,,RGB,False,Wired,Black
Corsair K70 RGB PRO,145.99,Gaming,Cherry MX Speed Silver,RGB,False,Wired,Black
Das Keyboard Model S Professional,119.0,Standard,Cherry MX Brown,,False,Wired,Black
MSI VIGOR GK50 ELITE LL,59.99,Gaming,Kailh Blue,RGB,False,Wired,Silver / Black
Keychron Q6,215.99,Gaming,Gateron G Pro Red,RGB,False,Wired,Blue
Cooler Master SK620,45.52,Gaming,TTC Blue,RGB,True,Wired,Gray / Black
Razer Huntsman V2,116.99,Gaming,Razer Purple Optical Clicky,RGB,True,Wired,Black
Cooler Master SK620,50.46,Gaming,TTC Red,RGB,True,Wired,Gray / Black
Corsair K95 RGB PLATINUM XT,323.08,Gaming,Cherry MX Blue,RGB,False,Wired,Black
Corsair K95 RGB PLATINUM XT,199.99,Gaming,Cherry MX Brown,RGB,False,Wired,Black
Corsair K70 RGB TKL CHAMPION SERIES,129.0,Gaming,Cherry MX Speed Silver,RGB,True,Wired,Black
Razer DeathStalker V2 Pro,245.95,Gaming,Razer Red Low-Profile Optical Linear,RGB,False,Wireless,Black
Tecware Phantom RGB,45.99,Gaming,Outemu Blue,RGB,True,Wired,Black
Rosewill NEON K51W,39.99,Gaming,,RGB,False,Wired,White
Logitech G810 Orion Spectrum RGB,309.0,Gaming,Romer-G Tactile,RGB,False,Wired,Black
Keychron K4 V2,99.99,Standard,Gateron G Pro Red,RGB,False,"Wired, Bluetooth Wireless",Black / Gray
Corsair K70 PRO MINI,179.99,Mini,Cherry MX Speed Silver,RGB,True,"Wired, Bluetooth Wireless",White
Razer DeathStalker V2 Pro,249.0,Gaming,Razer Purple Low-Profile Optical Clicky,RGB,False,Wireless,Black
Cooler Master SK620,55.0,Gaming,TTC Red,RGB,True,Wired,Silver / White
Corsair K63 (MX Red w/Blue LED),109.99,Gaming,Cherry MX Red,Blue,True,Wireless,
Rii RK100,,Standard,,Multicolor,False,Wired,
Keychron K2 V2 Aluminum,,Standard,Gateron G Pro Red,RGB,True,Wireless,Black / Gray
SteelSeries Apex 7 TKL,99.99,Gaming,SteelSeries QX2 Brown,RGB,True,Wired,Black
RK Royal Kludge RK71,,Gaming,RK Red,RGB,True,Bluetooth Wireless,White
ROCCAT Pyro,79.98,Gaming,TTC Red,RGB,False,Wired,Black
Razer Huntsman V2,154.99,Gaming,Razer Purple Optical Clicky,RGB,False,Wired,Black
Ducky One 2 Mini,,Standard,Cherry MX Brown,RGB,True,Wired,White / Black
Asus TUF Gaming K3,81.99,Gaming,Kailh Red,RGB,False,Wired,Black
Redragon K552-R KUMARA,,Gaming,Outemu Blue,RGB,True,Wired,Black
Corsair K70 RGB TKL CHAMPION SERIES,129.99,Gaming,Corsair OPX,RGB,True,Wired,Black
Corsair K70 PRO MINI,179.99,Mini,Cherry MX Red,RGB,True,"Wired, Bluetooth Wireless",White
Logitech MX Mechanical Mini,149.99,Slim,Kailh Choc V2 Brown,White,True,Wireless,
Verbatim 98121,22.17,Standard,,,False,Wired,Black
Logitech MK550,56.98,Ergonomic,,,False,Wireless,Black
Logitech K120,18.98,Standard,,,False,Wired,Black
Corsair K100 RGB,,Gaming,Corsair OPX,RGB,False,Wired,Gold / Black
Corsair K95 RGB PLATINUM ND,,Gaming,Cherry MX Brown,RGB,False,Wired,Black
Logitech G Pro X,,Gaming,Logitech GX Red Linear,RGB,True,Wired,Black
Asus ROG Strix Flare (Cherry MX Brown),99.99,Gaming,Cherry MX Brown,RGB,False,Wired,Black
Logitech G512 CARBON,99.99,Gaming,GX Red,RGB,False,Wired,Black
Cooler Master CK552,79.98,Gaming,Gateron Red,RGB,False,Wired,Black
Perixx PERIDUO-303W,14.99,Standard,,,False,Wired,White
Razer Tartarus Pro,129.99,Ergonomic,Razer Red Optical Linear,RGB,True,Wired,Black
Razer BlackWidow 2019,119.6,Gaming,Razer Green,RGB,False,Wired,Black
Razer Pro Type Ultra - US,,Standard,Razer Yellow,White,False,"Wired, Wireless, Bluetooth Wireless",White / Gray
EVGA Z20,59.0,Gaming,LK Light Strike Clicky,RGB,False,Wired,Black
ROCCAT Magma,49.99,Gaming,,RGB,False,Wired,Black
Razer Huntsman Elite,181.71,Gaming,Razer Red Optical Linear,RGB,False,Wired,Black
NZXT Function Tenkeyless,94.99,Gaming,Gateron Red,RGB,True,Wired,Black
Ducky One 3 Matcha,,Standard,Cherry MX Red,,True,Wired,Beige / Green
Corsair K70 RGB PRO,169.99,Gaming,Cherry MX Brown,RGB,False,Wired,Black
Corsair K63,,Gaming,Cherry MX Red,Red,True,Wired,Black
Wooting One,,Gaming,Flaretech Red,RGB,True,Wired,Black
Keychron K10 Pro QMK/VIA,,Standard,Keychron K Pro Brown,RGB,False,"Wired, Bluetooth Wireless",Black / Gray
Patriot Viper V770,99.99,Gaming,Kailh Red,RGB,False,Wired,Black
MSI Vigor GK71 SONIC,119.99,Gaming,MSI Sonic Red,RGB,False,Wired,Black / Silver
Corsair RGB MK.2 Low Profile RAPIDFIRE,149.99,Gaming,Cherry MX Low Profile Speed Silver,RGB,False,Wired,Black
Razer Ornata,72.12,Gaming,,Green,False,Wired,Black
Corsair K95 RGB PLATINUM,,Gaming,Cherry MX Brown,RGB,False,Wired,Black
Asus ROG Azoth,249.99,Mini,ROG NX Blue,RGB,True,"Wired, Wireless, Bluetooth Wireless",Black
Razer BlackWidow V3 Pro,225.99,Gaming,Razer Green,RGB,False,Wireless,Black
Logitech G715,179.99,Gaming,GX Blue,RGB,True,"Wired, Wireless, Bluetooth Wireless",White
ROCCAT Vulcan TKL,84.99,Gaming,Roccat Titan Red,RGB,True,Wired,Black
Logitech G Pro X Shroud,149.99,Gaming,Logitech GX Red Linear,RGB,True,Wired,Black
NZXT Function,129.99,Gaming,Gateron Red,RGB,False,Wired,Black
DROP CTRL,214.11,Gaming,Cherry MX Brown,RGB,True,Wired,Silver / Black
Happy Hacking Professional 2,,Standard,Topre 45g,,True,Wired,White
Keychron K2 Hot-swappable,94.99,Gaming,Gateron Blue,RGB,True,Wireless,Black / White
Razer BlackWidow V3 - Halo Infinite,69.98,Gaming,Razer Green,RGB,False,Wired,Green / Black
Logitech K380,28.44,Mini,,,True,Bluetooth Wireless,Black
Hcman Hcman H01,26.95,Gaming,CK Blue,Multicolor,True,Wired,Black
EagleTec KG010-N,36.99,Standard,Outemu Blue,,False,Wired,Black
Logitech K270,31.98,Gaming,,,False,Wireless,Black
Logitech ERGO K860,108.99,Ergonomic,,,False,Bluetooth Wireless,Black
SteelSeries Apex 7,117.86,Gaming,SteelSeries QX2 Brown,RGB,False,Wired,Black
Logitech MK295 SILENT,44.99,Standard,,,False,"Wired, Wireless",Black
Akko 5087S Shine-Through,84.26,Standard,Akko CS Jelly Pink Linear,RGB,True,Wired,Black
Logitech G815 Lightsync RGB,199.61,Gaming,GL Linear,RGB,False,Wired,Black
Logitech K845,79.98,Standard,Cherry MX Blue,White,False,Wired,Black
Logitech K350,36.99,Ergonomic,,,False,Wireless,Black
NZXT Function,129.99,Gaming,Gateron Red,RGB,False,Wired,White / Black
Dell KB212-B,79.75,Standard,,,False,Wired,Black
Corsair K70 RGB RAPIDFIRE,,Gaming,Cherry MX Speed Silver,RGB,False,Wired,Black
Keychron K4 V2,99.99,Standard,Gateron G Pro Blue,RGB,False,"Wired, Bluetooth Wireless",Black / Gray
Redragon K580 VATA,,Gaming,Outemu Blue,RGB,False,Wired,Black
Redragon K555 INDRAH RGB,,Gaming,Outemu Blue,RGB,False,Wired,Black
Razer Huntsman,,Gaming,Razer Purple,RGB,False,Wired,Black
Corsair STRAFE RGB,,Gaming,Cherry MX Red,RGB,False,Wired,Black
Corsair K70 RGB PRO,169.99,Gaming,Cherry MX Blue,RGB,False,Wired,Black
Asus ROG Strix Flare PNK LTD,137.83,Gaming,Cherry MX Red,RGB,False,Wired,Pink / White
SteelSeries Apex 7,141.99,Gaming,SteelSeries QX2 Blue,RGB,False,Wired,Black
Cooler Master Devastator 3,,Gaming,,Multicolor,False,Wired,Black
Asus ROG Strix Scope RX EVA Edition,,Gaming,ROG RX Blue Optical,RGB,False,Wired,Purple
Ducky Ducky One 2 SF RGB,,Gaming,Cherry MX Red,RGB,True,Wired,Black
Corsair K65 RGB MINI,109.99,Mini,Cherry MX Brown,RGB,True,Wired,Black
Razer BlackWidow Chroma V2,,Gaming,Razer Green,RGB,False,Wired,Black
Logitech K750,50.99,Slim,,,False,Wireless,Black
Logitech K845,59.99,Standard,TTC Brown,White,False,Wired,Black
ROCCAT Vulcan TKL Pro,99.99,Gaming,Roccat Titan Optical,RGB,True,Wired,White / Silver
Keychron K3,99.99,Gaming,Optical Red,RGB,True,Wired,Gray / Black
HP USB Keyboard,15.99,Standard,,,False,Wired,Black
Corsair K70 RGB PRO,162.0,Gaming,Cherry OPX,RGB,False,Wired,Black
Asus ROG Strix Scope,,Gaming,Cherry MX Blue,RGB,False,Wired,Black
Logitech K360,30.98,Mini,,,False,Wireless,Black
Logitech G413 SE,,Gaming,Kailh LT Brown,White,True,Wired,Black
NZXT Function MiniTKL,96.99,Gaming,Gateron Red,RGB,True,Wired,Black
Microsoft Natural Desktop 7000,769.95,Ergonomic,,,False,Wireless,Black / Silver
Corsair K70,,Gaming,Cherry MX Blue,Red,False,Wired,Black
GameMax Strike,,Gaming,Outemu Red,Multicolor,False,Wired,Black
Thermaltake POSEIDON Z,72.06,Gaming,Kailh Blue,Blue,False,Wired,Black
Razer DeathStalker V2,159.99,Gaming,Razer Red Low-Profile Optical Linear,RGB,False,Wired,Black
Rosewill NEON K90 RGB,43.55,Gaming,Kailh Blue,RGB,False,Wired,Black
ROCCAT Vulcan 121 Aimo RGB,79.98,Gaming,Roccat Titan Red,RGB,False,Wired,Black
NZXT Function Tenkeyless,79.98,Gaming,Gateron Red,RGB,True,Wired,White / Black
Razer TARTARUS V2,64.98,Ergonomic,,RGB,True,Wired,Black
Logitech CRAFT,145.19,Standard,,,False,Wireless,Black
Cherry JK-0800,22.87,Standard,,,False,Wired,Black
ROCCAT Vulcan Pro,93.31,Gaming,Roccat Titan Red,RGB,False,Wired,Black
Razer Blackwidow Ultimate 2013,251.74,Gaming,Cherry MX Blue,Green,False,Wired,Black
Redragon S102,,Gaming,,Multicolor,False,Wired,Black / Red
Ducky Ducky One 2 SF RGB,,Gaming,Cherry MX Brown,RGB,True,Wired,Black
Keychron K2 V2 Aluminum,99.99,Standard,Gateron G Pro Blue,RGB,True,Wireless,Black / Gray
HP Alloy Origins,89.99,Gaming,HyperX Blue,RGB,False,Wired,Black
Logitech G915 TKL,229.99,Gaming,GL Clicky,RGB,True,Wireless,Black
Corsair K60 Pro,,Gaming,Cherry Viola,Red,False,Wired,Black
Logitech MK520,39.99,Ergonomic,,,False,Wireless,Black
Logitech MK540 ADVANCED,57.0,Standard,,,False,Wireless,Black
Logitech MK345,55.9,Standard,,,False,Wireless,Black / Blue
Logitech MK470,46.0,Slim,,,False,Wireless,Black / Silver
Microsoft ANB-00001,22.38,Slim,,,False,Wired,Black
FNATIC miniSTREAK RGB,299.0,Gaming,Cherry MX Silent Red,RGB,True,Wired,Black
Razer TURRET FOR XBOX ONE,249.99,Gaming,Razer Green,RGB,True,Wireless,Black
Logitech MX Mechanical,169.99,Slim,Kailh Choc V2 Blue,White,False,Wireless,
EagleTec KG011-N,36.99,Standard,Outemu Blue,,False,Wired,White
GameMax Pulse,,Gaming,,Multicolor,False,Wired,Black
Logitech MK295,29.95,Standard,,,False,Wireless,White
Corsair K65 RGB MINI Pastel Twilight,129.99,Gaming,Cherry MX Speed Silver,RGB,True,Wired,Purple / Pink
Logitech G413 Silver,,Gaming,Romer-G Tactile,White,False,Wired,Silver
Logitech G105,182.22,Gaming,,Blue,False,Wired,Black
Corsair K65 RGB RAPIDFIRE,,Gaming,Cherry MX Speed Silver,RGB,True,Wired,Multicolor
HP HyperX Alloy FPS Pro,,Gaming,Cherry MX Red,Red,True,Wired,Black
Logitech K360,70.68,Slim,,,False,Wireless,Black
MSI VIGOR GK50 LOW PROFILE,74.98,Gaming,Kailh Blue Low Profile,RGB,False,Wired,Silver / Black
V7 V7 Professional,18.28,Standard,,,False,Wired,Black
Cooler Master SK650,70.0,Gaming,Cherry MX Low Profile Red,RGB,False,Wired,Black
Logitech K270,24.95,Standard,,,False,Wireless,Black
Keychron K2 Plastic,89.99,Standard,Gateron G Pro Blue,RGB,True,Wireless,Black / Gray
Velocifire TKL02,,Standard,Outemu Brown,White,True,Wired,Black
Tecware Phantom 104,,Gaming,Outemu Blue,RGB,False,Wired,Black
Logitech K400,,Slim,,,True,Wireless,Black
ADATA XPG INFAREX K10,49.99,Gaming,,RGB,False,Wired,Black
Cooler Master MS110,,Gaming,,RGB,False,Wired,Black
Alienware AW510K Lunar Light,109.99,Gaming,Cherry MX Low Profile Red,RGB,False,Wired,Silver / Black
Microsoft WTA-00001,764.99,Ergonomic,,,False,Wireless,Black / Silver
Das Keyboard 4 Professional,169.0,Standard,Cherry MX Brown,,False,Wired,Black / Red
ROCCAT VULCAN 120 AIMO,79.98,Gaming,Roccat Titan Brown,RGB,False,Wired,Black
Logitech G110,508.63,Standard,,Multicolor,False,Wired,Black
