name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
ADATA XPG V2 8 GB,,"[3, 1600]","[2, 4]",,Black / Yellow,11.25,9.0
ADATA XPG V2 8 GB,,"[3, 1600]","[2, 4]",,Black / Silver,11.25,9.0
ADATA XPG V2 8 GB,,"[3, 2400]","[2, 4]",,Black / Yellow,9.167,11.0
ADATA XPG V2 8 GB,,"[3, 2400]","[2, 4]",,Black / Silver,9.167,11.0
ADATA XPG V2 8 GB,,"[3, 2600]","[2, 4]",,Black / Silver,8.462,11.0
ADATA XPG V2 8 GB,,"[3, 2800]","[2, 4]",,Black / Silver,7.857,11.0
ADATA XPG V2 16 GB,,"[3, 2800]","[2, 8]",,Black / Yellow,7.857,11.0
GeIL GEV38GB1866C10DC 8 GB,,"[3, 1866]","[2, 4]",,Red / Silver,10.718,10.0
Kingston KTL-TP3CL/4G 4 GB,30.0,"[3, 1600]","[1, 4]",7.5,,13.75,11.0
Kingston KTH-X3CL/4G 4 GB,39.99,"[3, 1600]","[1, 4]",9.998,,13.75,11.0
Kingston KTT-S3CL/4G 4 GB,,"[3, 1600]","[1, 4]",,,13.75,11.0
Kingston KTT-S3CL/8G 8 GB,,"[3, 1600]","[1, 8]",,,13.75,11.0
AMD Entertainment Edition 16 GB,,"[3, 1600]","[2, 8]",,Black / Red,11.25,9.0
AMD AE38G1609U1K 8 GB,,"[3, 1600]","[2, 4]",,,11.25,9.0
AMD AP38G1869U1K 8 GB,,"[3, 1866]","[2, 4]",,Black / Red,9.646,9.0
Avexir Server 8 GB,,"[3, 1333]","[1, 8]",,Black / Green,13.503,9.0
Avexir Apple Memory 8 GB,,"[3, 1333]","[1, 8]",,Green,13.503,9.0
Avexir Platinum 8 GB,,"[3, 1333]","[2, 4]",,Black,13.503,9.0
Avexir Green 8 GB,,"[3, 1333]","[1, 8]",,Black / Green,13.503,9.0
Avexir Platinum 16 GB,,"[3, 1333]","[2, 8]",,Black,13.503,9.0
Avexir Core 16 GB,,"[3, 1600]","[4, 4]",,Black / Orange,11.25,9.0
Avexir Standard 16 GB,,"[3, 1600]","[4, 4]",,Black / Silver,11.25,9.0
Avexir Core 16 GB,,"[3, 1600]","[2, 8]",,Black / Blue,12.5,10.0
Avexir Core 32 GB,,"[3, 1600]","[4, 8]",,Black / Blue,12.5,10.0
ADATA XPG V2 16 GB,,"[3, 1600]","[2, 8]",,Black / Yellow,11.25,9.0
ADATA XPG V2 16 GB,,"[3, 2400]","[2, 8]",,Black / Yellow,9.167,11.0
ADATA XPG V2 16 GB,,"[3, 2400]","[2, 8]",,Black / Silver,9.167,11.0
ADATA XPG V2 8 GB,,"[3, 2800]","[2, 4]",,Black / Yellow,7.857,11.0
GeIL EVO VELOCE 16 GB,,"[3, 2133]","[2, 8]",,Red / Silver,9.376,10.0
Kingston KTD-L3CL/4G 4 GB,33.74,"[3, 1600]","[1, 4]",8.435,Green,13.75,11.0
G.Skill Trident X 8 GB,,"[3, 2800]","[2, 4]",,,8.571,12.0
G.Skill Trident X 8 GB,,"[3, 3000]","[2, 4]",,,8.0,12.0
Mushkin Stealth 16 GB,,"[3, 2800]","[4, 4]",,,8.571,12.0
Mushkin Stealth 16 GB,,"[3, 2800]","[4, 4]",,,8.571,12.0
Mushkin Stealth 8 GB,,"[3, 2800]","[2, 4]",,,8.571,12.0
Mushkin Stealth 8 GB,,"[3, 2800]","[2, 4]",,,8.571,12.0
G.Skill Trident X 16 GB,,"[3, 2800]","[4, 4]",,,8.571,12.0
G.Skill Ripjaws X 16 GB,,"[3, 2133]","[4, 4]",,,8.439,9.0
Kingston KVR13N9S8HK2/8 8 GB,,"[3, 1333]","[2, 4]",,Green,13.503,9.0
Crucial Ballistix Sport 16 GB,,"[3, 1600]","[2, 8]",,,11.25,9.0
Crucial Ballistix Sport 4 GB,31.5,"[3, 1600]","[1, 4]",7.875,Black / Silver,11.25,9.0
Crucial Ballistix Sport 8 GB,,"[3, 1600]","[1, 8]",,Black / Silver,11.25,9.0
G.Skill F3-1333C9D-8GSL 8 GB,,"[3, 1333]","[2, 4]",,,13.503,9.0
G.Skill F3-1333C9S-4GSL 4 GB,,"[3, 1333]","[1, 4]",,Green,13.503,9.0
G.Skill F3-1333C9S-8GSL 8 GB,,"[3, 1333]","[1, 8]",,,13.503,9.0
ADATA XPG Gaming 8 GB,,"[3, 1600]","[1, 8]",,Black / Silver,11.25,9.0
G.Skill F3-1333C9D-16GSL 16 GB,,"[3, 1333]","[2, 8]",,,13.503,9.0
Patriot Viper 3 16 GB,,"[3, 1600]","[2, 8]",,Black / Blue,12.5,10.0
TEAMGROUP Dark 16 GB,,"[3, 1600]","[2, 8]",,,11.25,9.0
TEAMGROUP Dark 8 GB,,"[3, 1600]","[2, 4]",,,11.25,9.0
TEAMGROUP Dark 8 GB,,"[3, 1866]","[2, 4]",,,9.646,9.0
TEAMGROUP TED38192M1600HC11DC 8 GB,,"[3, 1600]","[2, 4]",,Red / Silver,13.75,11.0
TEAMGROUP Elite 2 GB,,"[2, 667]","[1, 2]",,,14.993,5.0
TEAMGROUP Vulcan 16 GB,,"[3, 1600]","[2, 8]",,,12.5,10.0
TEAMGROUP Vulcan 8 GB,,"[3, 1600]","[2, 4]",,,11.25,9.0
TEAMGROUP Vulcan 8 GB,,"[3, 2400]","[2, 4]",,,8.333,10.0
TEAMGROUP Vulcan 8 GB,,"[3, 1600]","[2, 4]",,Red / Amber,11.25,9.0
TEAMGROUP Vulcan 16 GB,,"[3, 1600]","[2, 8]",,,12.5,10.0
TEAMGROUP Vulcan 8 GB,,"[3, 1600]","[2, 4]",,Orange,11.25,9.0
TEAMGROUP Vulcan 16 GB,,"[3, 1600]","[2, 8]",,,11.25,9.0
TEAMGROUP Xtreem Dark 16 GB,,"[3, 1600]","[4, 4]",,,11.25,9.0
TEAMGROUP TXD316G1866HC9KQC-D 16 GB,,"[3, 1866]","[4, 4]",,,9.646,9.0
TEAMGROUP Xtreem LV 16 GB,,"[3, 2133]","[2, 8]",,,10.314,11.0
TEAMGROUP TXD316G2133HC11QC-L 16 GB,,"[3, 2133]","[4, 4]",,,10.314,11.0
TEAMGROUP TXD316G2133HC9NQC-L 16 GB,,"[3, 2133]","[4, 4]",,,8.439,9.0
TEAMGROUP Xtreem LV 16 GB,,"[3, 2400]","[2, 8]",,,8.333,10.0
TEAMGROUP Xtreem 16 GB,,"[3, 2666]","[2, 8]",,,8.252,11.0
TEAMGROUP Xtreem Dark 8 GB,,"[3, 1600]","[2, 4]",,Black / Silver,11.25,9.0
TEAMGROUP Xtreem LV 8 GB,,"[3, 2400]","[2, 4]",,,8.333,10.0
TEAMGROUP Xtreem 8 GB,,"[3, 2666]","[2, 4]",,Black / Red,8.252,11.0
Avexir Core 8 GB,,"[3, 1600]","[2, 4]",,Black / Red,11.25,9.0
Avexir Core 8 GB,,"[3, 1600]","[2, 4]",,Black / Yellow,11.25,9.0
G.Skill Trident X 16 GB,,"[3, 2933]","[4, 4]",,,8.183,12.0
Patriot Viper 3 16 GB,,"[3, 2133]","[2, 8]",,,10.314,11.0
Patriot Viper 3 8 GB,,"[3, 1866]","[2, 4]",,,9.646,9.0
G.Skill F3-1600C11D-8GSL 8 GB,,"[3, 1600]","[2, 4]",,,13.75,11.0
G.Skill F3-1600C11S-4GSL 4 GB,,"[3, 1600]","[1, 4]",,,13.75,11.0
G.Skill F3-1600C9S-4GSL 4 GB,20.0,"[3, 1600]","[1, 4]",5.0,,11.25,9.0
Wintec AMPX 8 GB,,"[3, 1600]","[2, 4]",,Black / Silver,11.25,9.0
Wintec Value 4 GB,,"[3, 1600]","[1, 4]",,Green,11.25,9.0
Avexir Standard 8 GB,,"[3, 1333]","[2, 4]",,Black / Silver,13.503,9.0
Avexir Core 8 GB,,"[3, 1333]","[1, 8]",,Black / Blue,13.503,9.0
Avexir Platinum 8 GB,,"[3, 1333]","[1, 8]",,Black,13.503,9.0
Avexir Core 16 GB,,"[3, 1333]","[2, 8]",,Black / Blue,13.503,9.0
Avexir Standard 16 GB,,"[3, 1333]","[2, 8]",,Black / Silver,13.503,9.0
Avexir Core 8 GB,,"[3, 1600]","[2, 4]",,Black / Orange,11.25,9.0
Avexir MPower 16 GB,,"[3, 1600]","[2, 8]",,Black / Yellow,12.5,10.0
Avexir Standard 16 GB,,"[3, 1600]","[2, 8]",,Black / Silver,12.5,10.0
Avexir Core 16 GB,,"[3, 1866]","[4, 4]",,Black / Blue,9.646,9.0
Avexir Core 8 GB,,"[3, 2000]","[2, 4]",,Black / Blue,9.0,9.0
Corsair XMS 64 GB,,"[3, 1600]","[8, 8]",,Black / Silver,11.25,9.0
Crucial Ballistix Sport 16 GB,,"[3, 1866]","[2, 8]",,,10.718,10.0
Crucial Ballistix Sport 8 GB,,"[3, 1866]","[1, 8]",,Black / Silver,10.718,10.0
Patriot Viper 3 16 GB,,"[3, 1866]","[2, 8]",,Black / Blue,10.718,10.0
Patriot Viper 3 8 GB,,"[3, 1600]","[2, 4]",,Black / Blue,11.25,9.0
Patriot Viper 3 8 GB,,"[3, 2133]","[2, 4]",,,10.314,11.0
Crucial Ballistix Sport 8 GB,,"[3, 1866]","[2, 4]",,,10.718,10.0
Crucial Ballistix Sport 4 GB,39.99,"[3, 1866]","[1, 4]",9.998,Black / Silver,10.718,10.0
GeIL GeIL EVO VELOCE 8GB (2 x 4GB) 8 GB,,"[3, 1866]","[2, 4]",,Red / Silver,9.646,9.0
Mushkin Blackline 16 GB,,"[3, 2666]","[4, 4]",,,9.002,12.0
Mushkin Stealth 16 GB,,"[3, 2666]","[4, 4]",,,9.002,12.0
Mushkin Blackline RADIOACTIVE 16 GB,,"[3, 2666]","[4, 4]",,,9.002,12.0
Mushkin Blackline 8 GB,,"[3, 2666]","[2, 4]",,,9.002,12.0
Mushkin Stealth 8 GB,,"[3, 2666]","[2, 4]",,,9.002,12.0
VisionTek 900390 2 GB,29.94,"[3, 1600]","[1, 2]",14.97,Black,10.0,8.0
VisionTek 900392 2 GB,,"[3, 1600]","[1, 2]",,Black,11.25,9.0
VisionTek Black Label 4 GB,,"[3, 1600]","[1, 4]",,Black,11.25,9.0
Kingston KVR13S9S8K2/8 8 GB,42.0,"[3, 1333]","[1, 8]",5.25,Green,13.503,9.0
G.Skill Ripjaws 4 GB,,"[3, 1866]","[1, 4]",,Black / Red,10.718,10.0
Corsair Vengeance 8 GB,,"[3, 1600]","[2, 4]",,Black / Gold,11.25,9.0
Patriot PV316G240C0K 16 GB,,"[3, 2400]","[2, 8]",,Black / Silver,8.333,10.0
Patriot PV316G240C0KBL 16 GB,,"[3, 2400]","[2, 8]",,Black / Blue,8.333,10.0
Patriot PV316G240C0KRD 16 GB,,"[3, 2400]","[2, 8]",,Black / Red,8.333,10.0
Avexir SODIMM 16 GB,,"[3, 1333]","[2, 8]",,Black / Green,13.503,9.0
Avexir MSI Z77 MPOWER Optimized (Blue LED) 8GB 8 GB,,"[3, 2133]","[2, 4]",,Black / Yellow,8.439,9.0
G.Skill Ripjaws 16 GB,,"[3, 1866]","[2, 8]",,Black / Red,10.718,10.0
G.Skill Ripjaws 8 GB,,"[3, 1866]","[1, 8]",,Black / Red,10.718,10.0
AMD AE38G1609U2 8 GB,,"[3, 1600]","[1, 8]",,Black / Red,11.25,9.0
VisionTek 900616 4 GB,,"[2, 800]","[1, 4]",,Blue,15.0,6.0
Avexir Standard 8 GB,,"[3, 1333]","[1, 8]",,Black / Silver,13.503,9.0
Corsair Vengeance Performance 8 GB,,"[3, 1866]","[2, 4]",,Black / Gold,10.718,10.0
Avexir Standard 32 GB,,"[3, 1600]","[4, 8]",,Black / Silver,12.5,10.0
Avexir Core Series 16 GB,,"[3, 2800]","[4, 4]",,Black / Blue,8.571,12.0
Avexir Core Series 8 GB,,"[3, 2933]","[2, 4]",,Black / Blue,8.183,12.0
Avexir Core Series 8 GB,,"[3, 3000]","[2, 4]",,Black / Blue,8.0,12.0
ADATA XPG V2 8 GB,,"[3, 3100]","[2, 4]",,,7.742,12.0
Avexir Core 8 GB,,"[3, 3200]","[2, 4]",,Black / Blue,8.125,13.0
ADATA XPG V1.0 4 GB,,"[3, 1600]","[1, 4]",,Blue / Silver,13.75,11.0
ADATA XPG V1.0 16 GB,,"[3, 1600]","[2, 8]",,Blue / Silver,13.75,11.0
ADATA XPG V1.0 8 GB,,"[3, 1600]","[1, 8]",,,13.75,11.0
ADATA XPG V1.0 8 GB,,"[3, 1600]","[1, 8]",,Black / Silver,11.25,9.0
ADATA XPG V1.0 8 GB,,"[3, 1866]","[2, 4]",,Red / Silver,10.718,10.0
Avexir Core 8 GB,,"[3, 2400]","[2, 4]",,,8.333,10.0
Corsair CMSO4GX3M1C1333C9 4 GB,24.99,"[3, 1333]","[1, 4]",6.247,,13.503,9.0
Corsair Vengeance Pro 8 GB,,"[3, 2933]","[2, 4]",,,8.183,12.0
Crucial CT2K8G3ERSLQ81067 16 GB,,"[3, 1333]","[2, 8]",,Black / Silver,10.503,7.0
G.Skill Ares 4 GB,,"[3, 1600]","[1, 4]",,,11.25,9.0
G.Skill Ripjaws Z 32 GB,,"[3, 1866]","[4, 8]",,Black / Blue,10.718,10.0
G.Skill Ripjaws Z 64 GB,,"[3, 2133]","[8, 8]",,,9.376,10.0
G.Skill Ripjaws Z 16 GB,,"[3, 2133]","[4, 4]",,,8.439,9.0
G.Skill Ripjaws Z 64 GB,,"[3, 2400]","[8, 8]",,,9.167,11.0
PNY MN16384KD3-1600 16 GB,,"[3, 1600]","[2, 8]",,Green,13.75,11.0
PNY MN8192SD3-1600 8 GB,,"[3, 1600]","[1, 8]",,Green,13.75,11.0
Patriot Viper SODIMM 16 GB,,"[3, 1600]","[2, 8]",,Black / Silver,11.25,9.0
Patriot Viper SODIMM 4 GB,37.58,"[3, 1600]","[1, 4]",9.395,Black / Silver,11.25,9.0
Patriot Viper SODIMM 8 GB,50.31,"[3, 1600]","[1, 8]",6.289,Black / Silver,11.25,9.0
Patriot Viper SODIMM 8 GB,54.11,"[3, 1600]","[2, 4]",6.764,Black / Silver,11.25,9.0
Corsair Vengeance Performance 16 GB,,"[3, 1866]","[2, 8]",,Black / Gold,10.718,10.0
G.Skill Ripjaws 4 GB,12.6,"[3, 1600]","[1, 4]",3.15,,13.75,11.0
G.Skill Ripjaws 8 GB,18.72,"[3, 1600]","[1, 8]",2.34,,13.75,11.0
G.Skill Ripjaws 8 GB,,"[3, 1866]","[2, 4]",,,11.79,11.0
G.Skill Ripjaws 4 GB,,"[3, 1866]","[1, 4]",,,11.79,11.0
Wintec Value 8 GB,,"[3, 1333]","[2, 4]",,,13.503,9.0
Corsair Vengeance Performance 8 GB,,"[3, 1600]","[2, 4]",,,11.25,9.0
G.Skill Aegis 16 GB,,"[3, 1333]","[2, 8]",,,13.503,9.0
G.Skill Aegis 8 GB,,"[3, 1333]","[2, 4]",,,13.503,9.0
G.Skill Aegis 8 GB,,"[3, 1600]","[2, 4]",,,13.75,11.0
G.Skill Ripjaws Z 16 GB,,"[3, 2933]","[4, 4]",,,8.183,12.0
Patriot Viper 16 GB,,"[3, 1866]","[2, 8]",,,10.718,10.0
Patriot Viper 8 GB,,"[3, 1866]","[1, 8]",,,10.718,10.0
Patriot Viper 3 8 GB,,"[3, 2400]","[2, 4]",,,9.167,11.0
Transcend TS512MSK64V3N 4 GB,,"[3, 1333]","[1, 4]",,,13.503,9.0
Wintec Value 4 GB,,"[3, 1333]","[1, 4]",,,13.503,9.0
Wintec Value 4 GB,,"[3, 1333]","[1, 4]",,,13.503,9.0
Wintec Value 4 GB,,"[3, 1600]","[1, 4]",,,13.75,11.0
Wintec Value 8 GB,,"[3, 1600]","[2, 4]",,,13.75,11.0
Wintec Value 4 GB,,"[3, 1600]","[1, 4]",,,13.75,11.0
Wintec Value 8 GB,,"[3, 1600]","[2, 4]",,,13.75,11.0
Crucial CT2K8G3ERSLS41339 16 GB,,"[3, 1333]","[2, 8]",,,13.503,9.0
GeIL EVO POTENZA 8GB 8 GB,,"[3, 2666]","[2, 4]",,,8.252,11.0
Crucial Ballistix 8 GB,,"[3, 1866]","[1, 8]",,,9.646,9.0
G.Skill Ripjaws Z 64 GB,,"[3, 2133]","[8, 8]",,Black / Blue,8.439,9.0
Avexir Core 8 GB,,"[3, 2133]","[2, 4]",,Black / Blue,10.314,11.0
Corsair Vengeance Pro 64 GB,,"[3, 1866]","[8, 8]",,Black / Silver,9.646,9.0
Corsair Vengeance Pro 64 GB,,"[3, 2133]","[8, 8]",,Black / Silver,10.314,11.0
Mushkin Redline 8 GB,,"[3, 2400]","[2, 4]",,Red / White,8.333,10.0
Corsair Dominator Platinum 16 GB,,"[3, 2666]","[4, 4]",,Black / Silver,9.002,12.0
Corsair Dominator Platinum 8 GB,,"[3, 2666]","[2, 4]",,Black / Silver,9.002,12.0
Corsair Vengeance Pro 8 GB,,"[3, 2800]","[2, 4]",,Black / Red,8.571,12.0
Crucial CT51264BF1339J 4 GB,,"[3, 1333]","[1, 4]",,Black / Green,13.503,9.0
G.Skill Ripjaws 8 GB,,"[3, 2133]","[2, 4]",,Black / Red,10.314,11.0
G.Skill Ripjaws 4 GB,,"[3, 2133]","[1, 4]",,Black / Red,10.314,11.0
GeIL EVO POTENZA 8 GB,,"[3, 2133]","[2, 4]",,Black / Red,9.376,10.0
GeIL EVO POTENZA 8 GB,,"[3, 2133]","[2, 4]",,Black / Red,10.314,11.0
Mushkin Redline 16 GB,,"[3, 2400]","[4, 4]",,Red / White,8.333,10.0
Corsair Dominator Platinum 8 GB,,"[3, 2800]","[2, 4]",,Black / Silver,8.571,12.0
G.Skill Ripjaws Z 16 GB,,"[3, 2666]","[4, 4]",,Black / Blue,8.252,11.0
G.Skill Trident X 16 GB,,"[3, 3000]","[4, 4]",,Black / Red,8.0,12.0
GeIL DRAGON 8 GB,,"[3, 1600]","[1, 8]",,Black / Gold,13.75,11.0
GeIL Green 8 GB,,"[3, 1333]","[2, 4]",,Black / Green,13.503,9.0
GeIL Green 8 GB,,"[3, 1333]","[1, 8]",,Black / Green,13.503,9.0
GeIL DRAGON 4 GB,,"[3, 1333]","[1, 4]",,Black,13.503,9.0
GeIL DRAGON 4 GB,,"[3, 1600]","[1, 4]",,Black,13.75,11.0
GeIL DRAGON 8 GB,,"[3, 1333]","[1, 8]",,Black,13.503,9.0
Corsair Mac Memory 4 GB,24.99,"[3, 1066]","[1, 4]",6.247,Black / Green,13.133,7.0
Corsair Mac Memory 4 GB,24.99,"[3, 1333]","[1, 4]",6.247,Black / Green,13.503,9.0
Crucial CT12872BD1339 1 GB,,"[3, 1333]","[1, 1]",,Black / Green,13.503,9.0
Crucial CT2G3S1067M 2 GB,19.98,"[3, 1066]","[1, 2]",9.99,Black / Green,13.133,7.0
Crucial CT2G3S1339M 2 GB,,"[3, 1333]","[1, 2]",,Black / Green,13.503,9.0
Crucial CT2K4G3W186DM 8 GB,,"[3, 1866]","[2, 4]",,Black / Green,13.934,13.0
Crucial CT2K8G3W186DM 16 GB,,"[3, 1866]","[2, 8]",,Black / Green,13.934,13.0
Crucial CT2KIT25664BA1339A 4 GB,,"[3, 1333]","[2, 2]",,Black / Green,13.503,9.0
Crucial CT2KIT51272BA1067 8 GB,,"[3, 1066]","[2, 4]",,Black / Green,13.133,7.0
Crucial CT4G3S1339M 4 GB,19.0,"[3, 1333]","[1, 4]",4.75,Black / Green,13.503,9.0
Crucial CT4G3W186DM 4 GB,,"[3, 1866]","[1, 4]",,Black / Green,13.934,13.0
Crucial CT51272BA1067 4 GB,,"[3, 1066]","[1, 4]",,Black / Green,13.133,7.0
Crucial CT8G3S1339M 8 GB,31.36,"[3, 1333]","[1, 8]",3.92,Black / Green,13.503,9.0
Crucial CT8G3W186DM 8 GB,,"[3, 1866]","[1, 8]",,Black / Green,13.934,13.0
G.Skill FA-10666CL9D-8GBSQ 8 GB,,"[3, 1333]","[2, 4]",,Black / Green,13.503,9.0
G.Skill FA-10666CL9S-4GBSQ 4 GB,,"[3, 1333]","[1, 4]",,Black / Green,13.503,9.0
G.Skill FA-1333C9D-16GSQ 16 GB,,"[3, 1333]","[2, 8]",,Black / Green,13.503,9.0
G.Skill FA-1333C9Q-16GSQ 16 GB,,"[3, 1333]","[4, 4]",,Black / Green,13.503,9.0
G.Skill FA-1333C9Q-32GSQ 32 GB,,"[3, 1333]","[4, 8]",,Black / Green,13.503,9.0
G.Skill FA-1333C9S-8GSQ 8 GB,,"[3, 1333]","[1, 8]",,Black / Green,13.503,9.0
G.Skill FA-1600C11D-16GSQ 16 GB,,"[3, 1600]","[2, 8]",,Black / Green,13.75,11.0
G.Skill FA-1600C11D-8GSQ 8 GB,,"[3, 1600]","[2, 4]",,Black / Green,13.75,11.0
G.Skill FA-1600C11S-4GSQ 4 GB,,"[3, 1600]","[1, 4]",,Black / Green,13.75,11.0
G.Skill FA-1600C11S-8GSQ 8 GB,101.53,"[3, 1600]","[1, 8]",12.691,Black / Green,13.75,11.0
G.Skill FA-8500CL7S-4GBSQ 4 GB,24.39,"[3, 1066]","[1, 4]",6.098,Black / Green,13.133,7.0
IBM 00D4959 8 GB,,"[3, 1600]","[1, 8]",,Black / Green,13.75,11.0
IBM 00D4964 16 GB,,"[3, 1333]","[1, 16]",,Black / Green,13.503,9.0
IBM 00D4968 16 GB,35.36,"[3, 1600]","[1, 16]",2.21,Black / Green,13.75,11.0
Mushkin 971643A 2 GB,,"[3, 1066]","[1, 2]",,Black / Blue,13.133,7.0
Mushkin 971644A 4 GB,,"[3, 1066]","[1, 4]",,Black / Blue,13.133,7.0
Mushkin 971699A 2 GB,24.99,"[3, 1066]","[1, 2]",12.495,Black / Green,13.133,7.0
Mushkin 971980A 16 GB,,"[3, 1333]","[1, 16]",,Black / Green,13.503,9.0
Mushkin 972020A 8 GB,,"[3, 1333]","[1, 8]",,Black / Green,13.503,9.0
Mushkin 972038A 8 GB,,"[3, 1600]","[1, 8]",,Black / Green,13.75,11.0
Mushkin 972044A 8 GB,,"[3, 1333]","[1, 8]",,Black / Green,13.503,9.0
Mushkin 973980A 64 GB,,"[3, 1333]","[4, 16]",,Black / Green,13.503,9.0
Mushkin 974044A 32 GB,,"[3, 1333]","[4, 8]",,Black / Green,13.503,9.0
Mushkin 976504A 2 GB,,"[2, 667]","[2, 1]",,Black / Green,14.993,5.0
Mushkin 976539A 4 GB,,"[2, 667]","[2, 2]",,Black / Green,14.993,5.0
Mushkin 977033A 8 GB,,"[3, 1600]","[2, 4]",,Black / Green,13.75,11.0
Patriot Mac 16 GB,,"[3, 1333]","[2, 8]",,Black / Green,13.503,9.0
Mushkin 976647A 8 GB,23.55,"[3, 1333]","[2, 4]",2.944,Black / Green,13.503,9.0
Corsair Vengeance Performance 16 GB,,"[3, 1600]","[2, 8]",,Black / Gold,11.25,9.0
Corsair Vengeance Pro 16 GB,,"[3, 2800]","[4, 4]",,Black / Red,8.571,12.0
Corsair Vengeance Pro 16 GB,,"[3, 2933]","[4, 4]",,Black / Red,8.183,12.0
Corsair Vengeance Pro 16 GB,,"[3, 2933]","[4, 4]",,Black / Red,8.183,12.0
Corsair Vengeance Pro 8 GB,,"[3, 2666]","[2, 4]",,Black / Red,8.252,11.0
GeIL EVO Leggera 2 GB,,"[3, 1333]","[1, 2]",,Black / Blue,13.503,9.0
GeIL EVO Leggera 2 GB,,"[3, 1600]","[1, 2]",,Black / Blue,11.25,9.0
GeIL EVO Leggara 8 GB,,"[3, 1333]","[2, 4]",,Black / Blue,13.503,9.0
GeIL EVO VELOCE 2 GB,,"[3, 1333]","[1, 2]",,Red / White,13.503,9.0
GeIL Green 4 GB,,"[3, 1333]","[1, 4]",,Black / Green,13.503,9.0
GeIL EVO CORSA 8 GB,,"[3, 1600]","[1, 8]",,Black / Yellow,11.25,9.0
GeIL EVO POTENZA 4 GB,,"[3, 1600]","[1, 4]",,Black / Red,11.25,9.0
GeIL EVO POTENZA 8 GB,,"[3, 1333]","[2, 4]",,Black / Red,13.503,9.0
GeIL EVO POTENZA 8 GB,,"[3, 1600]","[2, 4]",,Black / Red,11.25,9.0
GeIL EVO POTENZA 8 GB,,"[3, 1866]","[2, 4]",,Black / Red,9.646,9.0
GeIL EVO POTENZA 16 GB,,"[3, 1333]","[2, 8]",,Black / White,13.503,9.0
GeIL EVO POTENZA 4 GB,,"[3, 1333]","[1, 4]",,Black / White,13.503,9.0
GeIL EVO POTENZA 4 GB,,"[3, 1600]","[1, 4]",,Black / White,11.25,9.0
GeIL EVO POTENZA 8 GB,,"[3, 1333]","[2, 4]",,Black / White,13.503,9.0
GeIL EVO POTENZA 8 GB,,"[3, 1600]","[2, 4]",,Black / White,11.25,9.0
GeIL EVO POTENZA 8 GB,,"[3, 1866]","[2, 4]",,Black / White,9.646,9.0
GeIL EVO POTENZA 8 GB,,"[3, 2933]","[2, 4]",,Black / White,8.183,12.0
AMD R9 Gamer 8 GB,,"[3, 2400]","[2, 4]",,Black / Silver,9.167,11.0
Corsair Dominator Platinum 16 GB,,"[3, 2933]","[4, 4]",,Black / Silver,8.183,12.0
Corsair Dominator Platinum 16 GB,,"[3, 2800]","[4, 4]",,Black / Silver,8.571,12.0
Corsair Dominator Platinum 64 GB,,"[3, 2400]","[8, 8]",,Black / Silver,8.333,10.0
Corsair Dominator Platinum 8 GB,,"[3, 2933]","[2, 4]",,Black / Silver,8.183,12.0
Crucial CT2KIT12872BA1067 2 GB,,"[3, 1066]","[2, 1]",,Black / Green,13.133,7.0
Kingston Predator 8 GB,,"[3, 2800]","[2, 4]",,Black / Blue,8.571,12.0
Mushkin 976643A 4 GB,33.72,"[3, 1066]","[2, 2]",8.43,Black / Blue,13.133,7.0
Mushkin 976644A 8 GB,,"[3, 1066]","[2, 4]",,Black / Green,13.133,7.0
Mushkin Proline 12 GB,,"[3, 1333]","[3, 4]",,Black / Green,13.503,9.0
Patriot Mac 8 GB,74.95,"[3, 1333]","[2, 4]",9.369,Black / Blue,13.503,9.0
Patriot Signature Apple Line 8 GB,52.01,"[3, 1600]","[2, 4]",6.501,Black / Green,13.75,11.0
VisionTek 900642 8 GB,39.14,"[3, 1600]","[1, 8]",4.893,Black,13.75,11.0
Corsair Vengeance Pro 8 GB,,"[3, 2666]","[2, 4]",,Black / Red,9.002,12.0
Corsair Vengeance Pro 8 GB,,"[3, 2933]","[2, 4]",,Black / Red,8.183,12.0
GeIL EVO VELOCE 8 GB,,"[3, 1333]","[1, 8]",,Red / Silver,13.503,9.0
GeIL EVO VELOCE 4 GB,,"[3, 1600]","[1, 4]",,White,13.75,11.0
GeIL Green 4 GB,,"[3, 1333]","[1, 4]",,Green / Black,13.503,9.0
GeIL Green 8 GB,,"[3, 1333]","[1, 8]",,Green / Black,13.503,9.0
Mushkin Essentials 16 GB,,"[3, 1866]","[4, 4]",,Black / Green,13.934,13.0
Mushkin Proline 16 GB,,"[3, 1866]","[4, 4]",,Black / Green,13.934,13.0
Mushkin Essentials 8 GB,,"[3, 1866]","[2, 4]",,Black / Green,13.934,13.0
Mushkin Essentials 16 GB,,"[3, 1866]","[2, 8]",,Black / Green,13.934,13.0
Mushkin Proline 8 GB,,"[3, 1866]","[2, 4]",,Black / Green,13.934,13.0
Patriot Signature 2 GB,,"[3, 1600]","[1, 2]",,Black / Green,13.75,11.0
Patriot Viper 3 Black 16 GB,,"[3, 1600]","[2, 8]",,Black / Silver,12.5,10.0
Patriot Viper 3 Low Profile Blue 16 GB,,"[3, 1600]","[2, 8]",,Black / Blue,12.5,10.0
Patriot Viper 3 Low Profile Red 16 GB,,"[3, 1600]","[2, 8]",,Black / Red,12.5,10.0
Patriot Viper 3 Low Profile Blue 16 GB,,"[3, 1600]","[2, 8]",,Black / Blue,11.25,9.0
