name,price,capacity,price_per_gb,type,cache,form_factor,interface
Samsung Spinpoint F3,,500.0,,7200,16.0,3.5,SATA 3.0 Gb/s
Seagate Momentus 5400.6,,160.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Corsair Force 3,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Octane,,256.0,,SSD,,2.5,SATA 3.0 Gb/s
OCZ Petrol,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Accelerator,,30.0,,SSD,,2.5,SATA 3.0 Gb/s
Corsair Accelerator,,45.0,,SSD,,2.5,SATA 3.0 Gb/s
Corsair Accelerator,,60.0,,SSD,,2.5,SATA 3.0 Gb/s
Intel 313,,24.0,,SSD,,2.5,SATA 3.0 Gb/s
Kingston SSDNow V+200,,90.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,90.0,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi H3IK40003272SP,,4000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Agility 3,,180.0,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Caviar Green,,750.0,,5400,64.0,3.5,SATA 6.0 Gb/s
Hitachi H3IK40003254SP,,4000.0,,5400,32.0,3.5,SATA 6.0 Gb/s
Wintec FileMate,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Chronos Deluxe MX,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston HyperX 3K,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston HyperX 3K,,90.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Agility 3,,360.0,,SSD,,2.5,SATA 6.0 Gb/s
PNY Prevail,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
PNY Prevail,427.69,120.0,3.564,SSD,,2.5,SATA 6.0 Gb/s
Kingston HyperX 3K,,90.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,90.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,90.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Momentus Thin,,320.0,,5400,16.0,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,,320.0,,5400,32.0,3.5,SATA 6.0 Gb/s
Seagate Momentus Thin,,250.0,,5400,16.0,2.5,SATA 3.0 Gb/s
OCZ Vertex 4,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel 330,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel 320,,120.0,,SSD,,2.5,SATA 3.0 Gb/s
SanDisk Extreme,299.99,480.0,0.625,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex Plus,,60.0,,SSD,64.0,2.5,SATA 3.0 Gb/s
ADATA XPG SX900,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex Plus,,120.0,,SSD,64.0,2.5,SATA 3.0 Gb/s
OCZ Octane,,512.0,,SSD,,2.5,SATA 3.0 Gb/s
Western Digital VelociRaptor,,250.0,,10000,64.0,3.5,SATA 6.0 Gb/s
Western Digital AV,,320.0,,7200,8.0,3.5,PATA 100
Western Digital Scorpio Blue,84.0,250.0,0.336,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital AV,,320.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital AV-25,,160.0,,5400,16.0,2.5,SATA 3.0 Gb/s
OCZ Agility 2,,360.0,,SSD,,3.5,SATA 3.0 Gb/s
OCZ Vertex 3 Low Profile 7mm,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex 3 Low Profile 7mm,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex Plus R2,,120.0,,SSD,,2.5,SATA 3.0 Gb/s
Kingston SSDNow V+200,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Force 3,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Force 3,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex 4,,64.0,,SSD,,2.5,SATA 6.0 Gb/s
Transcend Transcend SLC,,32.0,,SSD,,2.5,SATA 1.5 Gb/s
Transcend Transcend MLC,,128.0,,SSD,,2.5,SATA 1.5 Gb/s
OCZ Agility 4,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex 3 Low Profile 7mm,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex 3 Low Profile 7mm,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Agility 4,,64.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Octane,,1000.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Petrol,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Force GS,,180.0,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Force GS,,360.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Agility 4,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Transcend SSD720,,64.0,,SSD,,2.5,SATA 6.0 Gb/s
Transcend SSD720,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
Transcend SSD720,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
Transcend SSD720,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Force GS,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Samsung Spinpoint M8,,250.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Momentus Thin,,320.0,,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate Momentus Thin,,250.0,,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate Momentus Thin,,160.0,,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate Constellation.2,135.11,500.0,0.27,7200,64.0,2.5,SATA 6.0 Gb/s
Seagate Constellation.2,,1000.0,,7200,64.0,2.5,SATA 6.0 Gb/s
Western Digital AV-GP,,2500.0,,5400,64.0,3.5,SATA 3.0 Gb/s
Intel 320,,40.0,,SSD,,2.5,SATA 3.0 Gb/s
Mushkin Catalyst,,100.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Momentus Thin,,320.0,,7200,16.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar 5K500.B,119.99,500.0,0.24,5400,8.0,2.5,SATA 3.0 Gb/s
Transcend SSD320,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
PNY Prevail Elite,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
PNY Prevail Elite,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Plextor M5S,,64.0,,SSD,128.0,2.5,SATA 6.0 Gb/s
Crucial V4,,64.0,,SSD,,2.5,SATA 3.0 Gb/s
Crucial V4,,64.0,,SSD,,2.5,SATA 3.0 Gb/s
Crucial V4,,128.0,,SSD,,2.5,SATA 3.0 Gb/s
Kingston SSDNow V+200,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,90.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,159.99,120.0,1.333,SSD,,2.5,SATA 6.0 Gb/s
Crucial V4,,256.0,,SSD,,2.5,SATA 3.0 Gb/s
Crucial V4,,256.0,,SSD,,2.5,SATA 3.0 Gb/s
Crucial V4,,32.0,,SSD,,2.5,SATA 3.0 Gb/s
Crucial V4,,64.0,,SSD,,2.5,SATA 3.0 Gb/s
Transcend SSD320,,64.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ R4,,1200.0,,SSD,,PCIe,PCIe x8
OCZ RM88,,1600.0,,SSD,,PCIe,PCIe x8
OCZ RevoDrive,,80.0,,SSD,,PCIe,PCIe x4
OCZ RevoDrive,,480.0,,SSD,,PCIe,PCIe x4
OCZ RevoDrive,,120.0,,SSD,,PCIe,PCIe x4
OCZ RevoDrive,,180.0,,SSD,,PCIe,PCIe x4
OCZ RevoDrive X2,,100.0,,SSD,,PCIe,PCIe x4
OCZ RevoDrive,,240.0,,SSD,,PCIe,PCIe x4
OCZ RevoDrive X2,,160.0,,SSD,,PCIe,PCIe x4
OCZ Z-Drive R2 P88,,1000.0,,SSD,,PCIe,PCIe x8
OCZ RevoDrive X2,,360.0,,SSD,,PCIe,PCIe x4
OCZ RevoDrive 3,,240.0,,SSD,,PCIe,PCIe x4
OCZ Z-Drive R2 P84,,256.0,,SSD,,PCIe,PCIe x8
OCZ RevoDrive 3 X2,,480.0,,SSD,,PCIe,PCIe x4
OCZ RevoDrive 3 X2,,960.0,,SSD,,PCIe,PCIe x4
OCZ RevoDrive 3,,480.0,,SSD,,PCIe,PCIe x4
OCZ RevoDrive 3,,120.0,,SSD,,PCIe,PCIe x4
OCZ RevoDrive 3 Max IOPS,,240.0,,SSD,,PCIe,PCIe x4
OCZ RevoDrive 3 Max IOPS,,120.0,,SSD,,PCIe,PCIe x4
OCZ RevoDrive 3 X2 Max IOPS,,480.0,,SSD,,PCIe,PCIe x4
OCZ RevoDrive 3 X2 Max IOPS,,240.0,,SSD,,PCIe,PCIe x4
OCZ RevoDrive 3 X2 Max IOPS,,960.0,,SSD,,PCIe,PCIe x4
OCZ RevoDrive X2,,960.0,,SSD,,PCIe,PCIe x4
Intel 910,,400.0,,SSD,,PCIe,PCIe x8
Crucial V4,,32.0,,SSD,,2.5,SATA 3.0 Gb/s
Crucial V4,,32.0,,SSD,,2.5,SATA 3.0 Gb/s
Mushkin Catalyst,,50.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
G.Skill Phoenix III,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi H3IK40003272SW,,4000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
OCZ Agility 3,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex 3,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 840 Pro,,64.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Deneva 2 C,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
PNY XLR8 PRO,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
PNY XLR8,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
PNY XLR8 PRO,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Chronos Deluxe,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Neutron GTX,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Chronos Deluxe,,90.0,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba Solid State Drive,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow KC100,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
PNY Prevail,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Chronos Deluxe,,180.0,,SSD,,2.5,SATA 6.0 Gb/s
Samsung Spinpoint F3,,1000.0,,7200,32.0,3.5,SATA 3.0 Gb/s
Seagate Constellation CS,150.0,3000.0,0.05,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation CS,,2000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Toshiba MK6476GSX,,640.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,31.29,320.0,0.098,5400,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint M8,,250.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Kingston SSDNow V300,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Chronos Deluxe,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Chronos,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V300,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vector,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vector,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Samsung Spinpoint M8,,250.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M8,,500.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7E,,640.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M8,,640.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Toshiba HDKBB97,,750.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Kingston SSDNow KC100,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Chronos,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Callisto Deluxe,,480.0,,SSD,,2.5,SATA 3.0 Gb/s
ADATA Premier Pro SP600,,32.0,,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG SX910,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG SX910,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel DC S3700,417.0,200.0,2.085,SSD,,2.5,SATA 6.0 Gb/s
Corsair Neutron GTX,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V300,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Plextor M5P,,512.0,,SSD,768.0,2.5,SATA 6.0 Gb/s
PNY Performance,,60.0,,SSD,,2.5,SATA 3.0 Gb/s
PNY XLR8 PRO,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
PNY Prevail Elite,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Plextor M5P Xtreme,,256.0,,SSD,512.0,2.5,SATA 6.0 Gb/s
Plextor M5P Xtreme,,256.0,,SSD,512.0,2.5,SATA 6.0 Gb/s
Corsair Neutron,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Neutron,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel 525,,30.0,,SSD,,mSATA,mSATA
Intel 525,,120.0,,SSD,,mSATA,mSATA
Intel 525,,180.0,,SSD,,mSATA,mSATA
Intel 525,,240.0,,SSD,,mSATA,mSATA
ADATA XPG SX300,,128.0,,SSD,,mSATA,mSATA
ADATA XPG SX300,,256.0,,SSD,,mSATA,mSATA
ADATA XPG SX300,,64.0,,SSD,,mSATA,mSATA
Intel 313,,24.0,,SSD,,mSATA,mSATA
Intel 310,,80.0,,SSD,,mSATA,mSATA
Intel 313,,20.0,,SSD,,mSATA,mSATA
Intel 310,,40.0,,SSD,,mSATA,mSATA
Crucial M4,427.77,256.0,1.671,SSD,,mSATA,mSATA
Crucial M4,387.77,128.0,3.029,SSD,,mSATA,mSATA
Crucial M4,277.77,64.0,4.34,SSD,,mSATA,mSATA
ADATA XM13,,30.0,,SSD,,mSATA,mSATA
ADATA XM13,,60.0,,SSD,,mSATA,mSATA
Mushkin Atlas,,30.0,,SSD,,mSATA,mSATA
Mushkin Atlas,,240.0,,SSD,,mSATA,mSATA
Mushkin Atlas,,240.0,,SSD,,mSATA,mSATA
Mushkin Atlas,,120.0,,SSD,,mSATA,mSATA
Mushkin Atlas,,120.0,,SSD,,mSATA,mSATA
Kingston SSDNow,,32.0,,SSD,,mSATA,mSATA
OCZ Strata,,30.0,,SSD,,mSATA,mSATA
OCZ Nocti,,60.0,,SSD,,mSATA,mSATA
OCZ Nocti,,30.0,,SSD,,mSATA,mSATA
OCZ Nocti,,120.0,,SSD,,mSATA,mSATA
Mushkin Atlas,,60.0,,SSD,,mSATA,mSATA
Mushkin Atlas,,60.0,,SSD,,mSATA,mSATA
OCZ Strata,,60.0,,SSD,,mSATA,mSATA
Toshiba PH2050U-1I54,,500.0,,5400,8.0,2.5,SATA 6.0 Gb/s
Toshiba MK2576GSX dup,,250.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Constellation.2,,250.0,,7200,64.0,2.5,SATA 6.0 Gb/s
Samsung ST750LM002/HN-M750MBB,,750.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar,,1000.0,,7200,32.0,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,,250.0,,7200,8.0,3.5,SATA 3.0 Gb/s
Intel 525,,60.0,,SSD,,mSATA,mSATA
Mushkin Atlas,,480.0,,SSD,,mSATA,mSATA
OCZ Vertex 3.20,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex 3.20,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Plextor M5M,,128.0,,SSD,256.0,mSATA,mSATA
Plextor M5M,,256.0,,SSD,512.0,mSATA,mSATA
Plextor M5M,,64.0,,SSD,128.0,mSATA,mSATA
Seagate Constellation ES,,500.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation,,1000.0,,7200,64.0,2.5,SATA 6.0 Gb/s
Seagate Constellation ES.3,,3000.0,,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES.3,,2000.0,,7200,128.0,3.5,SAS 6.0 Gb/s
Seagate Constellation CS ISE,,2000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES.3,,1000.0,,7200,128.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.3,180.69,1000.0,0.181,7200,128.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.3,,1000.0,,7200,128.0,3.5,SAS 6.0 Gb/s
Seagate Constellation CS ISE,,1000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Mushkin Chronos Deluxe,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel 525,,90.0,,SSD,,mSATA,mSATA
Crucial M500,,120.0,,SSD,,mSATA,mSATA
Corsair Neutron,,64.0,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Neutron GTX,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel 335,,80.0,,SSD,,2.5,SATA 6.0 Gb/s
SanDisk Ultra Plus,,64.0,,SSD,,2.5,SATA 6.0 Gb/s
SanDisk Extreme II,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital RE,,2000.0,,7200,32.0,3.5,SAS 6.0 Gb/s
Western Digital Xe,,300.0,,10000,32.0,3.5,SAS 6.0 Gb/s
Western Digital AV-25,,500.0,,5400,16.0,2.5,SATA 3.0 Gb/s
Western Digital Xe,,600.0,,10000,32.0,3.5,SAS 6.0 Gb/s
Western Digital Scorpio Black,,500.0,,7200,16.0,2.5,SATA 3.0 Gb/s
SanDisk Ultra Plus,,64.0,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi 0F14689,,3000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar C10K900,,300.0,,10000,64.0,2.5,SAS 6.0 Gb/s
Seagate ST640LM000,,640.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Constellation.2,,500.0,,7200,64.0,2.5,SATA 6.0 Gb/s
Toshiba HDKBB097,,750.0,,5400,8.0,2.5,SATA 6.0 Gb/s
Kingston SMS200,,60.0,,SSD,,mSATA,mSATA
Hitachi 0F19847,,4000.0,,5700,64.0,3.5,SATA 6.0 Gb/s
Intel DC S3500,271.77,120.0,2.265,SSD,,2.5,SATA 6.0 Gb/s
Seagate Constellation ES,,500.0,,7200,64.0,3.5,SAS 6.0 Gb/s
Seagate Savvio 10K.5,,600.0,,10000,64.0,2.5,SAS 6.0 Gb/s
Western Digital WDBMYH3200ANC-NRSN,,320.0,,5400,8.0,2.5,SATA 3.0 Gb/s
OCZ Deneva 2 C,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex 450 Series 128,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex 450 Series 256,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Neutron,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Intel DC S3500,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Chronos,,360.0,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba Solid State Drive,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Edge Tech Boost Pro Slim,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi 0G02001,,3000.0,,7200,32.0,3.5,SATA 6.0 Gb/s
Lenovo 0C19494,,300.0,,15000,32.0,2.5,SAS 6.0 Gb/s
Lenovo 0C19495,,500.0,,7200,32.0,2.5,SATA 6.0 Gb/s
Toshiba MQ01ABC150,,1500.0,,5400,8.0,2.5,SAS 3.0 Gb/s
Toshiba P000539200,,640.0,,5400,16.0,2.5,SATA 3.0 Gb/s
Toshiba WD6400BPVT,,640.0,,5400,16.0,2.5,SATA 3.0 Gb/s
Lenovo 0A89478,142.6,3000.0,0.048,7200,32.0,3.5,SATA 6.0 Gb/s
Toshiba AL13SE,,300.0,,10500,64.0,2.5,SAS 6.0 Gb/s
Toshiba AL13SE,,900.0,,10500,64.0,2.5,SAS 6.0 Gb/s
Toshiba AL13SE,,600.0,,10500,64.0,2.5,SAS 6.0 Gb/s
Toshiba MBF230LRC,,300.0,,10000,16.0,3.5,SAS 6.0 Gb/s
Toshiba MG03SCA,,3000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
OCZ Deneva 2,,180.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Deneva 2,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital WD7500BFCX,,750.0,,5400,16.0,2.5,SATA 6.0 Gb/s
Seagate Constellation ES,,1000.0,,7200,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,,2000.0,,7200,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,,2000.0,,7200,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,,1000.0,,7200,16.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,61.0,2000.0,0.03,7200,16.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.2,,2000.0,,7200,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.2,,2000.0,,7200,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.2,,2000.0,,7200,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES.2,125.0,3000.0,0.042,7200,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,99.0,500.0,0.198,7200,16.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,109.0,500.0,0.218,7200,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,160.38,500.0,0.321,7200,64.0,3.5,SAS 6.0 Gb/s
Seagate Constellation.2,,1000.0,,7200,64.0,2.5,SAS 6.0 Gb/s
Seagate Constellation.2,,1000.0,,7200,64.0,2.5,SAS 6.0 Gb/s
Seagate Constellation,,500.0,,7200,16.0,2.5,SAS 6.0 Gb/s
Seagate Constellation.2,209.14,500.0,0.418,7200,64.0,2.5,SAS 6.0 Gb/s
Seagate Constellation.2,,500.0,,7200,64.0,2.5,SAS 6.0 Gb/s
Transcend 720 mSATA,,128.0,,SSD,,mSATA,mSATA
Toshiba MKx001GRZB,399.0,100.0,3.99,SSD,,2.5,SAS 6.0 Gb/s
Western Digital Black,,160.0,,7200,16.0,2.5,SATA 6.0 Gb/s
Kingston KC300,199.99,240.0,0.833,SSD,,2.5,SATA 6.0 Gb/s
Intel 530,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate ST320LT030,,320.0,,5400,16.0,2.5,SATA 6.0 Gb/s
OCZ Deneva 2 C,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Talos 2,,960.0,,SSD,,2.5,SAS 6.0 Gb/s
OCZ Vector 150,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex 450,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex 450,,256.0,,SSD,,2.5,SATA 6.0 Gb/s
PLDS M5M,,128.0,,SSD,,mSATA,mSATA
PLDS M5M,,256.0,,SSD,,mSATA,mSATA
PLDS M5M,,64.0,,SSD,,mSATA,mSATA
Corsair Force Series LS,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Atlas Deluxe,,480.0,,SSD,,mSATA,mSATA
Samsung 840 Evo,,250.0,,SSD,,2.5,SATA 6.0 Gb/s
SanDisk SD6SB2M-128G-1022I,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
VisionTek Data Fusion 2-way,,480.0,,SSD,,PCIe,PCIe x2
Crucial M500,,480.0,,SSD,,mSATA,mSATA
Hitachi Ultrastar 7K4000,,4000.0,,7200,64.0,3.5,SAS 6.0 Gb/s
Hitachi Ultrastar 7K4000,,2000.0,,7200,64.0,3.5,SAS 6.0 Gb/s
Hitachi Travelstar Z5K500,29.99,320.0,0.094,5400,8.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar,,500.0,,7200,16.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar,,500.0,,5400,16.0,2.5,SATA 3.0 Gb/s
Seagate Enterprise Performance 10K.7,,1200.0,,10000,64.0,2.5,SAS 6.0 Gb/s
Toshiba MG03SCA400,130.99,4000.0,0.033,7200,64.0,3.5,SAS 6.0 Gb/s
Western Digital AV-GP,,4000.0,,5400,64.0,3.5,SATA 6.0 Gb/s
Kingston SSDNow KC300,,180.0,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V300,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Scorpion PCIe,,240.0,,SSD,,PCIe,PCIe x2
Mushkin Scorpion PCIe,,480.0,,SSD,,PCIe,PCIe x2
Mushkin Scorpion PCIe,,960.0,,SSD,,PCIe,PCIe x2
Samsung 840 Evo,,120.0,,SSD,,mSATA,mSATA
SanDisk Extreme II,,480.0,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba Q Series Pro,,512.0,,SSD,,2.5,SATA 6.0 Gb/s
Transcend SSD340,,64.0,,SSD,,2.5,SATA 6.0 Gb/s
VisionTek mSATA,,120.0,,SSD,,mSATA,mSATA
VisionTek mSATA,224.9,480.0,0.469,SSD,,mSATA,mSATA
VisionTek GoDrive,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
VisionTek GoDrive,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
VisionTek GoDrive,,60.0,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Talos 2 C,,480.0,,SSD,,2.5,SAS 6.0 Gb/s
OCZ Talos 2 R,,400.0,,SSD,,2.5,SAS 6.0 Gb/s
OCZ Z-Drive R4 CM84,,1200.0,,SSD,,PCIe,PCIe x8
OCZ Z-Drive R4 CM84,,300.0,,SSD,,PCIe,PCIe x8
OCZ Z-Drive R4 CM88,,1600.0,,SSD,,PCIe,PCIe x8
OCZ Z-Drive R4 CM88,,800.0,,SSD,,PCIe,PCIe x8
Wintec Industrial Grade I-Temp,,16.0,,SSD,,2.5,SATA 3.0 Gb/s
