name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Syba SHELL,,Circumaural,"[20, 20]",True,False,Closed,Black
Panasonic RP-HTF295-K,,Circumaural,"[10, 27]",False,False,Semi-open,Black
Shure SRH840,,Circumaural,"[5, 25]",False,False,Closed,Black / Silver
Panasonic RP-HC55-S,,In Ear,"[10, 20]",False,False,Closed,Black / Silver
Panasonic RP-HJE180-W,,In Ear,"[6, 25]",False,False,Closed,White
Panasonic RP-HJE280-A,,In Ear,"[6, 24]",False,False,Closed,Black / Blue
Panasonic RP-HJE280-K,,In Ear,"[6, 24]",False,False,Closed,Black
Panasonic RP-HJE280-P,,In Ear,"[6, 24]",False,False,Closed,White / Pink
Panasonic RP-HJE280-R,,In Ear,"[6, 24]",False,False,Closed,Black / Red
Panasonic RP-HJE280-S,,In Ear,"[6, 24]",False,False,Closed,Black / Silver
Panasonic RP-HV094-B,,Earbud,,False,False,Closed,Black
Panasonic RP-HV21K,,Earbud,"[10, 25]",False,False,Closed,Black
Panasonic RP-HV21R,,Earbud,"[10, 25]",False,False,Closed,Red / White
Panasonic RP-TCM125-A,,In Ear,"[10, 24]",False,False,Closed,Blue
Panasonic RP-TCM125-K,,In Ear,"[10, 24]",False,False,Closed,Black / Silver
Panasonic RP-TCM125-P,,In Ear,"[10, 24]",False,False,Closed,Pink
Panasonic RP-TCM125-W,,In Ear,"[10, 24]",False,False,Closed,White
Sennheiser CX 380,,In Ear,"[17, 21]",False,False,Closed,Black / Yellow
Sennheiser SC 260 USB ML,,Supra-aural,,True,False,Closed,Black / Silver
Sennheiser HD238,,Supra-aural,"[16, 23]",False,False,Closed,Black / Silver
Sennheiser HD25ALUM,,Supra-aural,,False,False,Closed,Black / Silver
Sennheiser HD515,,Circumaural,"[14, 26]",False,False,Open,Black / Silver
Sennheiser HD558v3,,Circumaural,"[15, 28]",False,False,Open,Black / Silver
Sennheiser MX270,,Earbud,"[19, 20]",False,False,Closed,Black
Sennheiser MX580,,Earbud,"[18, 21]",False,False,Closed,Black / Silver
Sennheiser Momentum Black,,Supra-aural,"[16, 22]",False,False,Closed,Black / Silver
Sennheiser Momentum Brown,,Supra-aural,"[16, 22]",False,False,Closed,Black / Silver
Sennheiser Momentum Red,,Supra-aural,"[16, 22]",False,False,Closed,Red / Silver
Sennheiser PCX95,,In Ear,"[17, 22.5]",False,False,Closed,Black
Sennheiser PMX 680i,,Earbud,"[18, 20]",False,False,Closed,Black / Yellow
Sennheiser PMX95,,Supra-aural,,False,False,Closed,Black
Sennheiser PX95,,Supra-aural,,False,False,Closed,Black / Silver
Ergoguys HPK-1550,,Circumaural,"[20, 20]",False,False,Closed,Black / Silver
HiFiMAN HE500,,Circumaural,"[15, 50]",False,False,Open,Black / Silver
Kensington IVG-KMW33084,,Supra-aural,,False,False,Closed,Black / Blue
Kensington IVG-KMW33137,,Supra-aural,,False,False,Closed,Black
Philips She9000/28,,In Ear,"[6, 23.5]",False,False,Closed,Black
Philips SHB4000,,Supra-aural,"[20, 20]",True,True,Closed,Black
Philips SHB4000WT,,Supra-aural,"[20, 20]",True,True,Closed,Black / Silver
Philips SHB9100BK,,Supra-aural,"[18, 21]",False,True,Closed,Black / Silver
Philips SHB9100WT,,Supra-aural,"[18, 21]",False,True,Closed,Black / White
Philips SHS4841/28,,Earbud,"[12, 23.5]",False,False,Closed,Black
Pioneer SE-CE11-H,,Earbud,"[20, 20]",False,False,Closed,White
Pioneer SE-CE11K,,Earbud,"[20, 20]",False,False,Closed,Black
Pioneer SE-CL721-K,,In Ear,"[5, 22]",False,False,Closed,Black / Red
Pioneer SE-NC31C-K,,In Ear,"[5, 16]",False,False,Closed,Black / Red
RCA IVG-RCAHP60A,,In Ear,,False,False,Closed,White
Rosewill RH-001,9.99,Supra-aural,"[20, 20]",True,False,Closed,Black
Shure SRH240,,Circumaural,"[20, 22]",False,False,Closed,Black
Shure SRH440,,Circumaural,"[10, 22]",False,False,Closed,Black
Shure SRH1440,,Circumaural,"[15, 27]",False,False,Open,Black / Silver
Shure SRH550DJ,,Supra-aural,"[5, 22]",False,False,Closed,Black / Gray
Shure SRH750DJ,,Circumaural,"[5, 30]",False,False,Closed,Blue / Silver
Skullcandy S5URDZ-072,,Supra-aural,"[20, 20]",False,False,Closed,White / Purple
Skullcandy S6HEDY-049,,Circumaural,"[20, 20]",False,False,Closed,Red / Blue
Skullcandy PLYR 1,,Circumaural,"[20, 20]",True,True,Closed,Black
Sony DR-BTN200/BLK,,Supra-aural,"[20, 20]",False,True,Closed,Black / Silver
Sony DR-BTN200M,,Supra-aural,,False,True,Closed,White
Sony MDR-AS200/GRN,,In Ear,,False,False,Closed,Black / Green
Sony MDR-E829V,,Earbud,"[12, 22]",False,False,Closed,Black
Sony MDR-IF240RK,,Supra-aural,"[18, 22]",False,True,Closed,Black / Silver
Sony MDR-J10,,Earbud,,False,False,Closed,Pink
Sony MDR-PQ1,,Circumaural,"[8, 25]",False,False,Closed,Pink / Black
Sony MDR-RF925RK,,Circumaural,"[20, 20]",False,True,Closed,Black / White
Sony MDR-XB200,,Supra-aural,"[5, 22]",False,False,Closed,Pink / Black
Sony MDR-XB300,,Supra-aural,"[5, 22]",False,False,Closed,Black / Silver
Sony MDR-XB400/BLK,,Supra-aural,"[5, 22]",False,False,Closed,Black
Sony MDR-XB400/BLU,,Supra-aural,"[5, 22]",False,False,Closed,Blue
Sony MDR-XB400/PNK,,Supra-aural,"[5, 22]",False,False,Closed,Pink / Black
Sony MDR-XB920/B,,Supra-aural,"[3, 28]",False,False,Closed,Black / Silver
Sony MDR-ZX300/BLUE,,Supra-aural,"[10, 24]",False,False,Closed,Black / Blue
Sony MDRNC8/B,,Supra-aural,"[30, 20]",False,False,Closed,Black
Sony MDRXB200/L,,Circumaural,"[5, 22]",False,False,Closed,Black / Blue
Sony MDRXB400VL,,Supra-aural,,False,False,Closed,White / Purple
Sony MDRXB920/R,,Circumaural,,False,False,Closed,Red / White
Sony MH410C/W,,Earbud,"[100, 16]",False,False,Closed,White
Sony XBA-1iP,,In Ear,"[5, 25]",False,False,Closed,Black
SteelSeries 61023,,Circumaural,,True,False,Closed,Black / Orange
Syba OG-AUD23043,,Circumaural,"[20, 20]",True,True,Closed,Black / White
Tek Republic TH Pro,,Circumaural,"[10, 20]",True,False,Closed,Black
Yamaha HPH-PRO500BU,,Circumaural,"[20, 20]",False,False,Closed,Blue / Silver
Shure SE315,,In Ear,"[20, 20]",False,False,Closed,Black / Silver
Shure SE315,,In Ear,"[20, 20]",False,False,Closed,Clear
Shure SE425,,In Ear,"[17, 18]",False,False,Closed,Black / Silver
Shure SE425,,In Ear,"[17, 18]",False,False,Closed,Clear
Shure SE535,,In Ear,"[18, 19]",False,False,Closed,Brown / Black
Shure SE535,,Earbud,,False,False,Closed,Clear
Shure SE535V,,In Ear,,False,False,Closed,Brown / Black
Audio-Technica ATH-A700,,Circumaural,"[5, 35]",False,False,Closed,Black
Audio-Technica ATH-M50 RED,,Circumaural,"[15, 28]",False,False,Closed,Black / Red
Audio-Technica ATH-M50s,,Circumaural,"[15, 28]",False,False,Closed,Black
Audio-Technica ATH-D40fs,,Circumaural,"[20, 28]",False,False,Closed,Black
Sony 1262-3331,,In Ear,,False,False,Closed,White
Sony CZ-DRBTN200B,,Supra-aural,,False,True,Closed,Black
Sony CZ-DRBTN200W,,Supra-aural,,False,True,Closed,White
Sony CZ-MDR222KD/BLK,,Supra-aural,"[14, 20]",False,False,Closed,Black
Sony CZ-MDR222KD/PIN,,Supra-aural,"[14, 20]",False,False,Closed,Black / Pink
Sony CZ-MDRAS200B,,In Ear,,False,False,Closed,Black
Sony CZ-MDRAS200BL,,Earbud,,False,False,Closed,Black / Blue
Sony CZ-MDRAS200G,,Earbud,,False,False,Closed,Black / Green
Sony CZ-MDRAS200O,,Earbud,,False,False,Closed,Black / Orange
Sony CZ-MDRAS200PK,,Earbud,,False,False,Closed,Black / Pink
Sony CZ-MDRAS200W,,Earbud,,False,False,Closed,White
Sony CZ-MDRAS400IPB,,In Ear,,True,False,Closed,Black
Sony CZ-MDRAS400IPW,,In Ear,,True,False,Closed,White
Sony CZ-MDRE9LP/BLK,,Earbud,,False,False,Closed,Black
Sony CZ-MDRE9LP/BLK,,Earbud,,False,False,Closed,Blue / White
Sony CZ-MDRE9LP/GRAY,,Earbud,"[18, 22]",False,False,Closed,White / Gray
Sony CZ-MDRE9LP/GRN,,Earbud,"[18, 22]",False,False,Closed,Green / White
Sony CZ-MDRE9LP/PNK,,Earbud,"[18, 22]",False,False,Closed,Pink / White
Sony CZ-MDRE9LP/RED,,Earbud,"[18, 22]",False,False,Closed,Red / White
Sony CZ-MDRE9LP/VLT,,Earbud,"[18, 22]",False,False,Closed,White / Purple
Sony CZ-MDRE9LP/WHI,,Earbud,"[18, 22]",False,False,Closed,White
Sony CZ-MDREX100APL,,In Ear,,False,False,Closed,Black / Blue
Sony CZ-MDREX100APP,,In Ear,,False,False,Closed,Pink / Black
Sony CZ-MDREX100IPB,,In Ear,,False,False,Closed,Black
Sony CZ-MDREX100IPW,,In Ear,,False,False,Closed,White
Sony CZ-MDREX10LP/BLK,,In Ear,,False,False,Closed,Black
Sony CZ-MDREX10LP/DBL,,In Ear,,False,False,Closed,Blue / White
Sony CZ-MDREX10LP/DPK,,In Ear,,False,False,Closed,Pink / White
Sony CZ-MDREX10LP/RED,,In Ear,,False,False,Closed,Red / White
Sony CZ-MDREX10LP/VLT,,In Ear,,False,False,Closed,Purple
Sony CZ-MDREX10LP/WHI,,In Ear,,False,False,Closed,White
Sony CZ-MDREX25LPBLU,,In Ear,,False,False,Closed,Blue / White
Sony CZ-MDREX25LPPNK,,In Ear,,False,False,Closed,White / Pink
Sony CZ-MDREX25LPVLT,,In Ear,,False,False,Closed,White / Purple
Sony CZ-MDREX37B/BLK,,In Ear,,False,False,Closed,Black / White
Sony CZ-MDREX37B/BLU,,In Ear,,False,False,Closed,Blue
Sony CZ-MDREX37B/RED,,In Ear,,False,False,Closed,Red / Black
Sony CZ-MDREX37B/YLW,,In Ear,,False,False,Closed,Black / Yellow
Sony CZ-MDRMA300,,Circumaural,,False,False,Closed,Black
Sony MDR-J20/SILVER,,Earbud,"[16, 24]",False,False,Closed,Black / Silver
Sony MDR-PQ2/Z,,Supra-aural,"[10, 24]",False,False,Closed,Brown
Sony MDR-XB400/GRN,,Supra-aural,"[5, 22]",False,False,Closed,Green
Sony XBA-S65,,In Ear,"[6, 24]",False,False,Closed,Black
Sony MDRZX100WHITE,,Supra-aural,"[12, 22]",False,False,Closed,White
Koss 168866/176869,,Supra-aural,"[60, 20]",False,False,Closed,Black / Silver
Koss CL3N,,In Ear,"[60, 20]",False,False,Closed,White
Koss CLIPPERS,,Supra-aural,"[60, 20]",False,False,Closed,Black / Silver
Koss CZ-163684,,Supra-aural,"[15, 25]",False,False,Closed,Black / Silver
Koss CZ-164020,,Supra-aural,"[5, 25]",False,False,Closed,Black
Koss CZ-168486,,In Ear,"[10, 20]",False,False,Closed,Black / Silver
Koss CZ-168990,,In Ear,"[10, 20]",False,False,Closed,Black
Koss CZ-175481,,Earbud,"[70, 20]",False,False,Closed,Black
Koss CZ-176801,,Earbud,"[70, 20]",False,False,Closed,White
Koss CZ-178295,,Circumaural,"[18, 20]",False,False,Closed,Black / Silver
Koss PORTAPROKTC,,Supra-aural,"[15, 25]",False,False,Closed,Black / Silver
Koss KEB40,,In Ear,,False,False,Closed,Black / Silver
Astro A30,,Supra-aural,"[15, 28]",True,False,Closed,Black
Astro A30,,Supra-aural,"[15, 28]",True,False,Closed,Black / White
Astro 3AS50-EAW9F-319,,Circumaural,,True,True,Closed,Black / Orange
Cooler Master Storm Ceres400,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Corsair Raptor HS30,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Corsair Raptor HS40,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Creative Labs 51EF0610AA010,,In Ear,"[6, 23]",False,False,Closed,Black / Blue
Creative Labs EP-630,,In Ear,"[6, 23]",False,False,Closed,Black / Silver
Creative Labs Sound Blaster Tactic3D Fury,39.99,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Creative Labs EVO ZxR,,Circumaural,,True,True,Closed,Black / Red
Creative Labs EVO Wireless,,Circumaural,,True,True,Closed,Black / Red
Denon AH-C300,,In Ear,"[5, 25]",True,False,Closed,Black / Silver
AKG K350AMA,,In Ear,,False,False,Closed,Purple
Cobra EARPHONE001,,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Cobra EHH007ORANGE,,Circumaural,"[20, 20]",True,False,Closed,Black / Orange
Cobra e-3luered,,Circumaural,"[20, 20]",True,False,Closed,Red
Cobra e-3luewhiteearphone,,Supra-aural,"[20, 20]",True,False,Closed,White
Cobra e3lueblack,,Supra-aural,"[20, 20]",True,False,Closed,Black / Silver
Cobra ehh007red,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Cobra E-Blue Cobra Limited Edition Pro,,Circumaural,"[20, 20]",True,False,Closed,Black / Green
Creative Labs EF0330AA001,,Supra-aural,,False,False,Closed,Black / Silver
Creative Labs HS-620,,Circumaural,,True,False,Closed,Black / Silver
Creative Labs HS-420,,Supra-aural,,True,False,Closed,Black / Silver
Ergoguys 2810-TI,,Circumaural,"[20, 20]",False,False,Closed,Black / Orange
HiFiMAN HE300,,Circumaural,"[15, 22]",False,False,Closed,Black / Silver
HiFiMAN HE400,,Circumaural,"[20, 35]",False,False,Closed,Black / Blue
HiFiMAN HE6,,Circumaural,"[8, 65]",False,False,Closed,Black
Labtec Axis-311,,Supra-aural,,True,False,Closed,Black
Labtec Go-420,,Supra-aural,,False,False,Closed,Black
Labtec LT215REXW,,Earbud,,False,False,Closed,Black
Mad Catz TRI903590003/02/1,,Supra-aural,"[20, 20]",True,False,Closed,Black / Red
Panasonic RP-HJE295-K,,In Ear,,False,False,Closed,Black
Panasonic RP-HS200-D,,In Ear,"[10, 22]",False,False,Closed,Black / Orange
Perixx AX-1000B,,Circumaural,,False,False,Closed,Black / Red
Philips SHE3575BK/28,,In Ear,,False,False,Closed,Pink
Philips SHE9000/28,,In Ear,,False,False,Closed,Black
Philips SHL3000/28,,Supra-aural,,True,False,Closed,Black
Philips SHL3000WT/28,,Circumaural,"[20, 20]",False,False,Closed,Black / White
Philips SHO4200BG,,Supra-aural,,False,False,Closed,Green / Blue
Philips SHO7205/BK,,Supra-aural,"[12, 24]",False,False,Closed,Black / Red
Philips SHS390,,Supra-aural,,False,False,Closed,Black / Silver
Pioneer HDJ-500G,,Supra-aural,"[5, 28]",False,False,Closed,Black / Green
Pioneer HDJ-500V,,Supra-aural,"[5, 28]",False,False,Closed,Black / Purple
Pioneer SE-CL721-H,,In Ear,"[5, 22]",False,False,Closed,Red / Silver
Plantronics GameCom 780 (Dota 2 badged),,Circumaural,,True,False,Closed,Black / Red
Plantronics AUDIO628,,Supra-aural,,True,False,Closed,Black / Blue
Pyle Audio PIEHIP20W,,In Ear,,False,False,Closed,White
Sennheiser HD360PRO,,Circumaural,"[15, 22]",False,False,Closed,Black
Sennheiser Momentum BRV2,,Circumaural,,False,False,Closed,Brown
Sennheiser Momentum BRV3,,Circumaural,,False,False,Closed,Brown
Skullcandy PLYR 2,,Circumaural,,True,False,Closed,Black / Green
Skullcandy SLYR- Assassins Creed 4,,Circumaural,,True,False,Closed,Green / White
Sony CZ-MDRMA900,,Supra-aural,"[5, 40]",False,False,Closed,Black
Sony CZ-MDRV55/BR,,Supra-aural,"[5, 25]",False,False,Closed,Black / Red
Sony CZ-MDRV55/WHI,,Supra-aural,"[5, 25]",False,False,Closed,White
Sony CZ-MDRZX600/BLK,,Supra-aural,"[6, 25]",False,False,Closed,Black / Red
Sony CZ-MDRZX600/GRAY,,Supra-aural,"[6, 25]",False,False,Closed,Black / Gray
Sony IVG-YMDRG45LP,,Supra-aural,,False,False,Closed,Black / Silver
Sony MDR-ZX300A L,,Supra-aural,,True,False,Closed,Black / Blue
Sony MDR10RBLK,,Circumaural,"[5, 40]",True,False,Closed,Black / Silver
Sony MDR10RBLK,,Circumaural,"[5, 40]",True,False,Closed,White
Sony MDRAS200BLK,,Earbud,,False,False,Closed,Black
Sony MDRAS200PNK,,Earbud,,False,False,Closed,Pink
Sony MDREX10LP/PNK,,In Ear,,False,False,Closed,Pink / White
Sony MDRJ10/LTPNK,,In Ear,,False,False,Closed,Pink
Sony MDRPQ2/GRAY,,Circumaural,"[10, 24]",False,False,Closed,Gray
Sony MDRPQ2/GRN,,Circumaural,"[10, 24]",False,False,Closed,Green
SteelSeries Siberia V2,,Circumaural,"[18, 28]",True,False,Closed,Camo
Syba CL-AUD63062,,Circumaural,"[20, 20]",True,False,Closed,Brown / Black
Turtle Beach EARFORCEZ11,,Circumaural,,True,False,Closed,Black
Sennheiser PC 350,,Circumaural,"[10, 26]",True,False,Closed,Black / Silver
Sakar International Teenage Mutant Ninja Turtles Kids Friendly,,Circumaural,,False,False,Closed,Green / Blue
Biostar iDEQ N10,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Cobra Cobra Pro,,Circumaural,"[20, 20]",True,False,Closed,Black / Silver
Cobra Cobra II 705,,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Creative Labs HITZ MA2400,,Supra-aural,"[15, 20]",True,False,Closed,Black
Creative Labs HITZ MA2400,,Supra-aural,"[15, 20]",True,False,Closed,White
Creative Labs 51EF0650AA005,,Supra-aural,"[10, 20]",True,False,Closed,White
Creative Labs Recon3D Omega,,Circumaural,"[20, 20]",True,True,Closed,Black
Genius HS-905BT,,In Ear,"[20, 20]",True,True,Closed,Black / Blue
Hercules 4780507,,Circumaural,"[20, 20]",False,False,Closed,Black / Silver
Koss KMO15G,,Supra-aural,"[80, 20]",False,False,Closed,Camo
Koss KMO15P,,Supra-aural,"[80, 20]",False,False,Closed,Camo
Koss KMO20G,,Circumaural,,False,False,Closed,Camo
Koss KMO5P,,Earbud,,False,False,Closed,Camo
Philips SHS3200/37,,Earbud,"[20, 20]",True,False,Closed,Black
Plantronics RIG,,Circumaural,,True,False,Closed,Black / Red
Plantronics 86051-11,,Circumaural,,True,False,Closed,Black / Red
Sennheiser PC 323D,,Circumaural,"[15, 23]",True,False,Closed,Black / Silver
SteelSeries Siberia Elite,,Circumaural,"[16, 28]",True,False,Closed,Orange / White
SteelSeries 9H,,Circumaural,"[10, 28]",True,False,Closed,Black
SteelSeries Flux In-Ear Pro,,In Ear,"[15, 22]",True,False,Closed,Black
Syba CL-AUD23049,,Circumaural,,False,True,Closed,White / Gray
TekNmotion TM-AIR100BT,,Supra-aural,,False,True,Closed,Black / Silver
TekNmotion TM-LOND,,Circumaural,,False,False,Closed,Red / Blue
TekNmotion TM-YB100A,,Circumaural,"[20, 20]",True,False,Closed,Black / Silver
Sennheiser HD 439,,Circumaural,"[17, 22.5]",False,False,Closed,Black / Silver
Func HS-260,,Circumaural,"[20, 20]",True,False,Closed,Black / Silver
Bose AE2 White,,Circumaural,,False,False,Closed,Black / Silver
Bose AE2i White,,Circumaural,,True,False,Closed,White / Gray
Bose SIE2i Orange,,Earbud,,False,False,Closed,Orange / White
Bose OE2 (Black),,Supra-aural,,False,False,Closed,Black / Silver
Bose OE2i (Black),,Supra-aural,,True,False,Closed,Black / Silver
Bose OE2i (White),,Supra-aural,,True,False,Closed,White / Gray
Bose SIE2i Blue,,In Ear,,False,False,Closed,Blue / White
Bose SIE2i Purple,,In Ear,,False,False,Closed,White / Purple
Hercules 4780514,,Supra-aural,"[10, 25]",False,False,Closed,Black / Green
Klipsch Image S4i,,In Ear,"[10, 19]",False,False,Closed,Black / Silver
Klipsch Image S3,,In Ear,"[12, 18]",False,False,Closed,Black / Red
Klipsch Image S3,,In Ear,"[12, 18]",False,False,Closed,Black / Red
Koss CLIPPER GREEN,,Supra-aural,"[60, 20]",False,False,Closed,Green / White
Koss JAMS AA,,Earbud,"[40, 20]",False,False,Closed,Green / White
Koss MIRAGE PINK,,In Ear,"[15, 20]",False,False,Closed,Pink / White
Monoprice 8320,,In Ear,,False,False,Closed,Black / Silver
Philips SHS3201/28,,Earbud,"[20, 20]",False,False,Closed,White
Philips SHS4848/28,,Earbud,"[12, 23.5]",False,False,Closed,Pink / White
Skullcandy S2TTCB-047,,In Ear,"[20, 20]",False,False,Closed,Black / Silver
Sony XBA-4iP,,In Ear,"[3, 28]",False,False,Closed,Black
Klipsch Mode M40,,Circumaural,"[20, 20]",False,False,Closed,Black / Red
Koss KSC17,,Supra-aural,"[40, 20]",False,False,Closed,Black / Silver
Polk UltraFit 500,,In Ear,"[18, 23]",False,False,Closed,White
Polk UltraFit 500,,In Ear,"[18, 23]",False,False,Closed,Orange / White
Polk UltraFit 500,,In Ear,"[18, 23]",False,False,Closed,Black / Yellow
Polk UltraFit 1000,,In Ear,"[18, 23]",False,False,Closed,White
Polk UltraFit 2000,,Supra-aural,"[20, 23]",False,False,Closed,Black / Red
Polk UltraFit 3000,,Earbud,"[8, 24]",False,False,Closed,Black / Red
Polk UltraFit 3000,,In Ear,"[8, 24]",False,False,Closed,White
Polk UltraFit 3000,,In Ear,"[8, 24]",False,False,Closed,Orange / White
Polk UltraFocus 8000,,Circumaural,"[8, 28]",False,False,Closed,Black / Silver
Rosewill RS-OW813-BK,,Circumaural,"[5, 25]",False,False,Closed,Black / Silver
Sennheiser AMPERIOR-BLU,,Supra-aural,"[16, 22]",False,False,Closed,Black / Blue
Sony MDREX58V/BQ,,In Ear,"[5, 23]",False,False,Closed,Black
Adesso Xtream H3B,,Circumaural,,False,False,Closed,Black / Gray
SteelSeries H,,Circumaural,"[20, 20]",True,True,Closed,Black / Orange
Creative Labs Aurvana Live! 2,,Circumaural,"[10, 30]",True,False,Closed,Black / Silver
BitFenix Flo,,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
BitFenix Flo,,Circumaural,"[20, 20]",True,False,Closed,Black / Silver
BitFenix Flo,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
BitFenix Flo,,Circumaural,"[20, 20]",True,False,Closed,Black / White
GAMDIAS EROS,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
GAMDIAS EROS,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
GAMDIAS HEBE,,Circumaural,"[20, 20]",True,False,Closed,Red / Silver
Bose Ae2i,,Circumaural,,True,False,Closed,Black / Silver
Adesso Xtream H3W,,Circumaural,"[100, 20]",False,True,Closed,Black / White
Philips SHL3100BLK,,Circumaural,"[18, 20]",False,False,Closed,Black / Red
Philips SHL5305RD/28,,Supra-aural,"[18, 21.6]",True,False,Closed,Black / Red
Philips SHL5305WT/28,,Supra-aural,"[18, 21.6]",False,False,Closed,Black / White
Philips SHO9207,,Circumaural,"[12, 24]",False,False,Closed,Black / Red
Razer RZ12-01110100-R3U1,,Circumaural,"[20, 20]",False,False,Closed,Black / Silver
Sennheiser HD335S,,Circumaural,"[14, 20]",False,False,Closed,Black / Silver
V-MODA CROSSFADE M-80 SHADOW,,Supra-aural,"[5, 30]",False,False,Closed,Black
V-MODA CROSSFADE M-80,,Supra-aural,"[5, 30]",False,False,Closed,Black / Silver
Ozone Gaming OZONDA3HX,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Ozone Gaming OZRAGESTR,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Ozone Gaming OZRAGESTW,,Circumaural,"[20, 20]",True,False,Closed,Black / White
Ozone Gaming OZRAGESTY,,Circumaural,"[20, 20]",True,False,Closed,Black / Yellow
Ozone Gaming OZSPARK,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Sennheiser HD 8 DJ,,Circumaural,"[8, 30]",False,False,Closed,Black / Blue
Audio-Technica ATH-ADG1,,Circumaural,"[5, 30]",True,False,Open,Black / Red
Razer Kraken Pro Neon,,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Razer Kraken Pro Neon,,Circumaural,"[20, 20]",True,False,Closed,Black / Green
Razer Kraken Pro Neon,,Circumaural,"[20, 20]",True,False,Closed,Black / Orange
Razer Kraken Pro Neon,,Circumaural,"[20, 20]",True,False,Closed,Black / Purple
Razer Kraken Neon,,Circumaural,"[20, 20]",False,False,Closed,Black / Green
Razer Kraken E-Panda,,Circumaural,"[20, 20]",False,False,Closed,Black / Gold
Corsair Raptor LH2,,Supra-aural,"[20, 20]",True,False,Closed,Black / Silver
Corsair H2100,,Circumaural,"[20, 20]",True,True,Closed,Black / Yellow
Corsair H1500,,Circumaural,"[20, 20]",True,False,Closed,Black / Yellow
Cooler Master Ceres 300,,Circumaural,"[20, 20]",True,False,Semi-open,Black / White
Audio-Technica ATH-CHX5ISBL,,Earbud,"[20, 22]",True,False,Closed,Blue
Audio-Technica ATH-CHX5ISRD,,Earbud,"[20, 22]",True,False,Closed,Red
Audio-Technica ATH-CHX5ISWH,,Earbud,"[20, 22]",True,False,Closed,White
Audio-Technica ATH-CHX7ISBK,,Earbud,"[15, 22]",True,False,Closed,Black
Audio-Technica ATH-CHX7ISRD,,Earbud,"[15, 22]",True,False,Closed,Red
Audio-Technica ATH-CHX7ISWH,,Earbud,"[15, 22]",True,False,Closed,White
Audio-Technica ATH-CKP200ISBK,,Earbud,"[20, 23]",True,False,Closed,Black
Audio-Technica ATH-CKP200ISBL,,Earbud,"[20, 23]",True,False,Closed,Blue
Audio-Technica ATH-CKP200ISRD,,Earbud,"[20, 23]",True,False,Closed,Red
Audio-Technica ATH-CKR3ISBK,,In Ear,"[5, 24]",True,False,Closed,Black
Audio-Technica ATH-CKR3ISBL,,In Ear,"[5, 24]",True,False,Closed,Blue
Audio-Technica ATH-CKR3ISRD,,In Ear,"[5, 24]",True,False,Closed,Red
Audio-Technica ATH-CKR3ISWH,,In Ear,"[5, 24]",True,False,Closed,White
ARCTIC P253 BT,,Supra-aural,"[18, 22]",True,True,Closed,Black / Silver
Bose 715593-0010,,In Ear,,False,False,Closed,Black / Clear
Bose 715593-0020,,In Ear,,False,False,Closed,White
Bose 715593-0030,,In Ear,,False,False,Closed,Red
Bose 715593-0040,,In Ear,,False,False,Closed,Black / Clear
Bose 715593-0050,,In Ear,,False,False,Closed,White
Bose 715593-0060,,In Ear,,False,False,Closed,Red
Bose 715593-0070,,In Ear,,False,False,Closed,Black / Clear
Bose 717534-0010,,In Ear,,True,False,Closed,Black / Blue
Bose 717534-0020,,In Ear,,True,False,Closed,Orange / White
Bose 717534-0030,,In Ear,,True,False,Closed,Green
Bose 717534-0040,,In Ear,,True,False,Closed,Green
Hercules 4780548,,Circumaural,"[10, 25]",False,False,Closed,Black / Silver
I/O Magic NE9783,,Earbud,,False,False,Closed,Black / Red
Philips SHP3000,,Circumaural,"[20, 20]",False,False,Closed,Black
Philips X1/28,,Circumaural,,True,False,Open,Black / Silver
Plantronics 20045001P,,In Ear,,False,False,Closed,Black / Blue
Plantronics 20046001,,In Ear,,False,False,Closed,Black / Green
Polk UltraFit 500,,In Ear,"[18, 23]",False,False,Closed,Black / Gold
Sennheiser CX 1.00 Black,,Earbud,"[17, 20]",False,False,Closed,Black / Silver
Sennheiser CX 1.00 White,,Earbud,"[17, 20]",False,False,Closed,White
Sennheiser CX 2.00G Black,,Earbud,,True,False,Closed,Black / Silver
Sennheiser CX 2.00G White,,Earbud,,True,False,Closed,White
Sennheiser CX 3.00 Black,,Earbud,,False,False,Closed,Black
Sennheiser CX 3.00 Red,,Earbud,,False,False,Closed,Black / Red
Sennheiser CX 5.00G Black,,Earbud,,True,False,Closed,Black / Silver
Sennheiser CX 5.00i Black,,Earbud,,True,False,Closed,Black / Silver
Sennheiser CX 5.00i White,,Earbud,,True,False,Closed,White
