name,price,tracking_method,connection_type,max_dpi,hand_orientation,color
Logitech G502 HERO,46.99,Optical,Wired,25600.0,Right,Black
Logitech G Pro X Superlight,139.99,Optical,Wireless,25400.0,Right,Black
Logitech G305 (Black),39.97,Optical,Wireless,12000.0,Right,Black
Logitech G502 LIGHTSPEED,107.77,Optical,Wireless,25600.0,Right,Black
Razer DeathAdder V2,44.99,Optical,Wired,20000.0,Right,Black
Razer Basilisk V3,54.57,Optical,Wired,26000.0,Right,Black
FinalMouse Air58 Ninja,624.97,Optical,Wired,3200.0,Right,Blue
Logitech G Pro X Superlight,137.5,Optical,Wireless,25400.0,Right,White
Glorious Model O,74.98,Optical,Wireless,19000.0,Right,White
SteelSeries 62050,,Optical,Wired,3600.0,Right,Black
Logitech G Pro Wireless,88.63,Optical,Wireless,25600.0,Both,Black
Logitech G203 Lightsync,34.48,Optical,Wired,8000.0,Right,Black
SteelSeries Rival 3,29.99,Optical,Wired,8500.0,Right,Black
Razer Basilisk X HyperSpeed,34.98,Optical,Wireless,16000.0,Right,Black / Green
Razer Viper Ultimate w/Dock,96.0,Optical,Wireless,20000.0,Both,Black
Logitech G502 X Plus,144.99,Optical,"Wired, Wired, Wireless",25600.0,Right,Black
Razer Basilisk V3 Pro + Mouse Dock Pro,199.99,Optical,"Wired, Wireless, Bluetooth Wireless",30000.0,Right,Black
Glorious Model O,79.99,Optical,Wireless,19000.0,Right,Black
Logitech G305 (White),39.99,Optical,Wireless,12000.0,Right,White
Razer DeathAdder V3 Pro,130.81,Optical,Wireless,30000.0,Right,Black
Razer Viper V2 Pro,146.19,Optical,Wireless,30000.0,Right,Black
Glorious MODEL O,49.99,Optical,Wired,12000.0,Right,Black
Razer DeathAdder Essential,22.7,Optical,Wired,6400.0,Right,Black / Green
Corsair DARK CORE RGB PRO SE,96.99,Optical,Wireless,18000.0,Right,Black
Logitech G502 X Plus,154.41,Optical,"Wired, Wired, Wireless",25600.0,Right,White
Logitech G703 LIGHTSPEED,63.99,Optical,Wireless,25600.0,Right,Black
Logitech MX MASTER 3S,99.99,Optical,Wireless,8000.0,Right,Gray
Corsair M65 RGB ELITE,36.98,Optical,Wired,17997.0,Right,Black
Razer DeathAdder Essential,25.96,Optical,Wired,6400.0,Right,White
Razer Viper Mini,,Optical,Wired,8500.0,Right,Black
Corsair M65 RGB ULTRA WIRELESS,109.93,Optical,Wireless,26000.0,Right,Black / Silver
Redragon COBRA M711,19.98,Optical,Wired,10000.0,Right,Black / Multicolor
Logitech B100,7.97,Optical,Wired,800.0,,Black
Razer Viper V2 Pro,142.0,Optical,Wireless,30000.0,Right,White
Razer Viper Ultimate,99.99,Optical,Wireless,20000.0,Both,Black
Asus ROG HARPE ACE AIM LAB EDITION,123.99,Optical,"Wired, Wireless",36000.0,Right,Black
Razer DeathAdder V3 Pro,147.91,Optical,Wireless,30000.0,Right,White
Razer Viper 8KHz,51.98,Optical,Wired,20000.0,Both,Black
Corsair NIGHTSWORD RGB,69.99,Optical,Wired,18000.0,Right,Black
Razer Naga Trinity,75.87,Optical,Wired,16000.0,Right,Black
Logitech Anywhere Mouse MX,149.94,Laser,Wireless,,Both,Black
Logitech G502 Proteus Spectrum,72.98,Optical,Wired,12000.0,Right,Black
Logitech G402,30.48,Optical,Wired,4000.0,Right,Black
Razer Basilisk V3 Pro,131.99,Optical,"Wired, Wireless, Bluetooth Wireless",30000.0,Right,Black
SteelSeries Rival 3,35.49,Optical,Wireless,18000.0,Right,Black
Glorious MODEL O,49.99,Optical,Wired,12000.0,Right,White
Corsair SCIMITAR RGB ELITE,73.98,Optical,Wired,18000.0,Right,Black
Logitech G305 LIGHTSPEED,49.99,Optical,Wireless,12000.0,Right,Black
Logitech G502 X,125.0,Optical,"Wired, Wired, Wireless",25600.0,Right,Black
SteelSeries Rival 5,39.99,Optical,Wired,18000.0,Right,Black
Logitech G600 MMO Gaming Mouse,37.99,Laser,Wired,8200.0,Right,Black
SteelSeries Aerox 3,95.15,Optical,Bluetooth Wireless,18000.0,Right,Black
Razer DeathAdder V2 Pro,69.0,Optical,Wireless,20000.0,Right,Black
Verbatim 98616 Go Mini Travel Commuter,4.99,Optical,Wired,,Both,Blue
Razer DeathAdder V3,69.98,Optical,,30000.0,Right,Black
Corsair M65 RGB ELITE,28.0,Optical,Wired,17995.0,Right,White
Logitech MX Master 3,99.0,Laser,Wireless,4000.0,Right,Black / Silver
Logitech G203 Lightsync,39.99,Optical,Wired,8000.0,Right,White
HP HyperX Pulsefire Haste,39.97,Optical,Wired,16000.0,Right,Black
Corsair HARPOON RGB PRO,34.99,Optical,Wired,12000.0,Right,Black
Asus P707 ROG SPATHA X,149.99,Optical,Wireless,19000.0,Right,Black
Razer Basilisk V3 Pro,158.08,Optical,"Wired, Wireless, Bluetooth Wireless",30000.0,Right,White / Black
Razer Naga Pro,112.11,Optical,Wireless,20000.0,Right,Black
Corsair HARPOON RGB,44.99,Optical,Wireless,10000.0,Right,Black
Glorious MODEL D,49.99,Optical,Wired,12000.0,Right,Black
Logitech G502 X,58.9,Optical,Wired,25600.0,Right,Black
Redragon M602,19.98,Optical,Wired,7200.0,Right,Black
Razer Mamba Elite,29.48,Optical,Wired,16000.0,Right,Black
Logitech G403 HERO,39.99,Optical,Wired,25600.0,Right,Black / Blue
Razer Naga V2 Pro,179.99,Optical,"Wired, Wireless, Bluetooth Wireless",30000.0,Right,Black
Razer Basilisk Ultimate,99.99,Optical,Wireless,20000.0,Right,Black
Razer Viper Ultimate,,Optical,Wireless,20000.0,Both,White
Corsair Harpoon RGB,20.49,Optical,Wired,6000.0,Right,Black
Corsair M65 PRO RGB FPS,33.99,Optical,Wired,12000.0,Right,Black
Logitech G700s,389.98,Laser,Wireless,8200.0,Right,Black
Logitech G903 HERO,90.74,Optical,Wireless,25600.0,Both,Black
Glorious MODEL D,34.25,Optical,Wired,12000.0,Right,White
SteelSeries Aerox 9,113.99,Optical,Wireless,18000.0,Right,Black
Logitech G305 LIGHTSPEED,88.94,Optical,Wireless,12000.0,Right,White
SteelSeries Rival 600,44.95,Optical,Wired,12000.0,Right,Black
Razer Viper Ultimate w/Dock,119.98,Optical,Wireless,20000.0,Both,Pink
Razer DeathAdder V2 X HyperSpeed,39.99,Optical,"Wireless, Bluetooth Wireless",14000.0,Right,Black
Corsair M65 RGB ULTRA,49.99,Optical,Wired,26000.0,Right,Black / Silver
Logitech G604 LIGHTSPEED,68.98,Optical,Wireless,25600.0,Right,Black
SteelSeries Rival 650 Wireless,69.22,Optical,Wireless,12000.0,Right,Black
Razer Naga Chroma,269.99,Laser,Wired,16000.0,Right,Black
Logitech M90,7.2,Optical,Wired,1000.0,Both,Black
HP HyperX Pulsefire Haste,58.99,Optical,Wireless,16000.0,Right,Black
Corsair SABRE RGB PRO WIRELESS CHAMPION SERIES,149.94,Optical,Wireless,26000.0,Right,Black
Corsair IRONCLAW RGB WIRELESS,59.99,Optical,Wireless,18000.0,Right,Black
HP Pulsefire Core RGB,19.98,Optical,Wired,6200.0,Right,Black
Corsair DARK CORE RGB PRO,89.99,Optical,Wireless,18000.0,Right,Black
Razer Basilisk V2,,Optical,Wired,20000.0,Right,Black
Corsair M65 RGB ULTRA WIRELESS,128.71,Optical,Wireless,26000.0,Right,
HP HyperX Pulsefire FPS Pro,38.0,Optical,Wired,16000.0,Right,Black
Razer Orochi V2,60.0,Optical,Wireless,18000.0,Right,White
Logitech G502 SE HERO,,Optical,Wired,25600.0,Right,Black / Silver
Asus P704 ROG CHAKRAM,132.26,Optical,Wireless,16000.0,Right,Black
Corsair SABRE RGB PRO CHAMPION SERIES,30.0,Optical,Wired,18000.0,Right,Black
Razer DeathAdder V2 Mini,33.0,Optical,Wired,8500.0,Right,Black
Logitech G Pro X Superlight,147.41,Optical,Wireless,25400.0,Right,Pink
Logitech MX MASTER 3S,91.8,Optical,Wireless,8000.0,Right,White
Asus ROG Gladius III,89.99,Optical,Wireless,26000.0,Right,Black
MSI CLUTCH,19.64,Optical,Wired,4200.0,Right,Black
EVGA X12,24.99,Optical,Wired,16000.0,Both,Black
Logitech PRO Wireless,192.0,Optical,Wireless,25600.0,Both,Black
Redragon M908 IMPACT MMO,40.48,Optical,Wired,12400.0,Right,Black
Kensington Pro Fit,,Laser,Wired,1800.0,Right,Black
Corsair IRONCLAW RGB FPS/MOBA,39.99,Optical,Wired,18000.0,Right,Black
Asus TUF Gaming M3,19.99,Optical,Wired,7000.0,Right,Black
Glorious Model O-,34.77,Optical,Wired,12000.0,Right,White
Trust GXT 155,,Optical,Wired,4000.0,Right,Black / Blue
Razer DeathAdder Elite,43.67,Optical,Wired,16000.0,Right,Black / Green
Razer Basilisk Ultimate,112.99,Optical,"Wired, Wireless",20000.0,Right,Black / Green
MSI Clutch GM11,22.99,Optical,Wired,5000.0,Right,Black
Logitech G305 LIGHTSPEED,44.0,Optical,Wireless,12000.0,Right,Purple
NZXT Lift,31.99,Optical,Wired,16000.0,Right,Black
SteelSeries Aerox 3,58.98,Optical,Wired,8500.0,Right,Black
Logitech G502 X,68.98,Optical,Wired,25600.0,Right,White
Cooler Master MM710 Glossy Black,19.98,Optical,Wired,16000.0,Right,Black
Razer Orochi V2,57.97,Optical,Wireless,18000.0,Right,Black
Logitech MX MASTER 3S,99.99,Optical,Wireless,8000.0,Right,Black
Glorious Model O-,34.77,Optical,Wired,12000.0,Right,Black
Logitech MX MASTER 2S (Black),69.98,Laser,Wireless,4000.0,Right,Black
Corsair GLAIVE RGB Aluminum,154.91,Optical,Wired,16000.0,Right,Black
Razer Viper Ultimate,119.96,Optical,Wireless,20000.0,Both,White / Gray
Logitech G502 X,115.89,Optical,"Wired, Wired, Wireless",25600.0,Right,White
Cooler Master MM711 Matte Black,24.97,Optical,Wired,16000.0,Right,Black
Razer DeathAdder Essential,26.06,Optical,Wired,6400.0,Right,Black / Green
Logitech G303 SHROUD EDITION,97.99,Optical,Wireless,25000.0,Right,Black
Logitech G PRO Hero,55.99,Optical,Wired,25600.0,Right,Black
Perixx MX-2000B,19.98,Laser,Wired,5040.0,Right,Black / Silver
Glorious Model D-,34.25,Optical,Wired,12000.0,Right,Black
Logitech G303 Daedalus Apex,329.99,Optical,Wired,12000.0,Right,Black / Orange
Lenovo GX30M39704 300,6.79,Laser,Wired,,Both,Black / Orange
Logitech G305 LIGHTSPEED,39.65,Optical,Wireless,12000.0,Right,Blue / Green
Glorious Model I,59.99,Optical,Wired,19000.0,Right,Black / Red
Corsair DARKSTAR,169.99,Optical,"Wireless, Bluetooth Wireless",26000.0,Right,Black
Logitech MX Vertical,93.8,Optical,Wireless,4000.0,Right,Gray / Silver
Logitech TrackMan,399.95,Trackball,Wireless,,Right,Black / Silver
Razer Basilisk V3 X Hyperspeed,67.98,Optical,"Wired, Wireless, Bluetooth Wireless",18000.0,Right,Black
Corsair KATAR ELITE,77.59,Optical,"Wired, Wireless, Bluetooth Wireless",26000.0,Right,Black
Corsair SCIMITAR PRO RGB,80.0,Optical,Wired,16000.0,Right,Black
Verbatim Bravo,5.99,Optical,Wired,,Both,Black
Razer Viper Ultimate w/Dock,172.28,Optical,Wireless,20000.0,Both,Yellow / Black
Logitech M330 SILENT PLUS,18.57,Optical,Wireless,1000.0,Right,Black
Logitech G903,99.99,Optical,Wireless,12000.0,Both,Black / Blue
HP HyperX Pulsefire Surge,39.99,Optical,Wired,16000.0,Right,Black
Gigabyte AORUS M5,49.83,Optical,Wired,16000.0,Right,Black
Logitech G Pro X Superlight,159.99,Optical,Wireless,25400.0,Right,Red
V7 M30P20-7N,,Optical,Wired,1000.0,Both,Black
Logitech G203 Lightsync,22.55,Optical,Wired,8000.0,Right,Purple
Corsair KATAR PRO XT,29.99,Optical,Wired,12400.0,Right,Black
Logitech G Pro,79.98,Optical,Wired,12000.0,Right,Black
Razer Viper Mini Signature Edition,,Optical,"Wired, Wireless",30000.0,Right,Black
Logitech M100,9.8,Optical,Wired,1000.0,Both,Black
AOC GM500,24.21,Optical,Wired,5000.0,Both,Black
Logitech G203 Prodigy,35.98,Optical,Wired,6000.0,Right,Black
HP HyperX Pulsefire Haste 2,89.99,Optical,"Wired, Wireless, Bluetooth Wireless",3200.0,Right,Black
ROCCAT KONE Pro Air,59.99,Optical,Wireless,19000.0,Right,White
ROCCAT Kone AIMO Remastered,69.26,Optical,Wired,16000.0,Right,White
Asus TUF Gaming M4 Air,30.99,Optical,Wired,16000.0,Right,Black
Verbatim 98113,4.99,Optical,Wired,,Both,Black
Razer Naga X,44.99,Optical,Wired,18000.0,Right,Black
Razer Basilisk V3 Pro + Wireless Charging Puck,169.99,Optical,"Wired, Wireless, Bluetooth Wireless",30000.0,Right,Black
Razer Viper,78.5,Optical,Wired,16000.0,Both,Pink / Gray
Logitech G900 CHAOS SPECTRUM,81.99,Optical,Wireless,12000.0,Both,Black
Razer Viper,63.97,Optical,Wired,16000.0,Both,Black / Green
Corsair KATAR PRO,39.99,Optical,Wireless,10000.0,Right,Black
Redragon ‎M711-FPS COBRA RGB,29.99,Optical,Wired,24000.0,Right,Black
Corsair M55 RGB Pro,29.99,Optical,Wired,12400.0,Both,Black
Logitech M185,11.99,Optical,Wireless,,Both,Gray
Logitech G602,142.38,Optical,Wireless,2500.0,Right,Black / Silver
ROCCAT KONE Pro,29.99,Optical,Wired,19000.0,Right,Black
Logitech M317,12.99,Laser,Wireless,,Both,Black
Logitech G102 Prodigy,,Optical,Wired,6000.0,Right,Black
Razer Atheris,28.0,Optical,Wireless,7200.0,Right,Black
EVGA X17,19.47,Optical,Wired,16000.0,Right,Black / Gray
Razer Lancehead Tournament Edition,,Optical,Wired,16000.0,Both,Black / Green
Logitech G300S,29.55,Optical,Wired,2500.0,Both,Black / Blue
Pulsar Xlite V2,79.95,Optical,Wireless,20000.0,Right,White
Mad Catz ‎R.A.T Pro X3 Supreme Limited Edition,,Optical,Wired,16000.0,Right,Black / Gold
Logitech M510,27.99,Laser,Wireless,1000.0,Right,Black
Asus ROG Chakram Core,79.99,Optical,Wired,16000.0,Right,Black
Asus TUF GAMING x Demon Slayer L.E. Tanjiro Kamado,29.99,Optical,Wired,7000.0,Right,Black / Green
SteelSeries Rival 100,16.48,Optical,Wired,4000.0,Right,Gold
Cooler Master MM711 Matte White,24.99,Optical,Wired,16000.0,Right,White
Logitech G403 Prodigy,74.98,Optical,Wired,12000.0,Right,Black
Logitech M720 Triathlon,39.89,Optical,Bluetooth Wireless,1000.0,Right,Black
Logitech G203 Lightsync,15.98,Optical,Wired,8000.0,Right,Blue
Microsoft MHC-00001,264.88,Optical,Wireless,,Both,Black
MSI CLUTCH GM50,38.99,Optical,Wired,7200.0,Right,Black
Razer Lancehead Tournament Edition,104.6,Optical,Wired,16000.0,Both,Pink
Zowie EC2-A,75.98,Optical,Wired,3200.0,Right,Black
Razer DeathAdder Chroma,44.89,Optical,Wired,10000.0,Right,Black
Gigabyte GM-M5050,15.0,Optical,Wired,800.0,Both,Black
Logitech G603,,Optical,Wireless,12000.0,Right,Black
Razer Atheris,48.33,Optical,Wireless,7200.0,Right,White
Asus ROG Gladius III,49.99,Optical,Wired,26000.0,Right,Black
Logitech M705,34.99,Laser,Wireless,,Right,Black
SteelSeries Sensei Ten,45.99,Optical,Wired,18000.0,Right,Black
TeckNet M268-Black,,Optical,Wired,3000.0,Right,Black
Cooler Master MM720 Glossy,23.99,Optical,Wired,16000.0,Right,White
SteelSeries Prime,33.96,Optical,Wired,18000.0,Right,Black
Logitech M570,63.47,Trackball,Wireless,,Right,Black
Logitech MX Master,,Laser,Bluetooth Wireless,1600.0,Right,Brown / Black
HP HyperX Pulsefire Haste,79.13,Optical,Wireless,16000.0,Right,White
ROCCAT Kone AIMO Remastered,68.95,Optical,Wired,16000.0,Right,Black
Asus ROG Keris Wireless EVA Edition,107.99,Optical,Wired,,Both,Black / Purple
MSI CLUTCH GM30,33.98,Optical,Wired,6200.0,Right,Black
HP HyperX Pulsefire Haste 2,59.99,Optical,Wired,3200.0,Right,Black
ROCCAT Kone XP Air,129.99,Optical,"Wired, Wireless, Bluetooth Wireless",19000.0,Right,Black
Logitech MX518,40.0,Optical,Wired,16000.0,Right,Black
EVGA X15 MMO Gaming,46.25,Optical,Wired,16000.0,Right,Black
Razer DeathAdder V2 - Halo Infinite,79.98,Optical,Wired,20000.0,Right,Green / Black
Asus TUF Gaming M4 Wireless,59.99,Optical,Wireless,,Right,Black
SteelSeries Prime+,28.99,Optical,Wired,18000.0,Right,Black
Razer Orochi V2 Quartz,69.99,Optical,Wireless,18000.0,Right,Pink / Gray
Redragon Mammoth,29.99,Laser,Wired,16400.0,Right,Black / Red
Asus ROG GLADIUS II ORIGIN PNK LTD,49.99,Optical,Wired,12000.0,Right,Pink / White
ROCCAT KONE Pro Air,59.99,Optical,Wireless,19000.0,Right,Black
EVGA X20,42.88,Optical,"Wired, Wireless, Bluetooth Wireless",16000.0,Right,Black / Silver
Razer DeathAdder 2013,70.98,Optical,Wired,6400.0,Right,Black
GameMax Tornado,,Optical,Wired,2000.0,Right,Black
Acer Predator Cestus 330,39.99,Optical,Wired,16000.0,Right,Black
Logitech G305 LIGHTSPEED,57.74,Optical,Wireless,12000.0,Right,White / Black
Glorious Model D-,34.25,Optical,Wired,12000.0,Right,White
Asus ROG Gladius II Origin,90.07,Optical,Wired,12000.0,Right,Black
Redragon Perdition,35.99,Laser,Wired,16400.0,Right,Black / Red
Logitech G403 Prodigy,166.16,Optical,Wireless,12000.0,Right,Black
Corsair SCIMITAR PRO RGB,,Optical,Wired,16000.0,Right,Black / Yellow
Logitech G502 Proteus Core,,Optical,Wired,12000.0,Right,Black / Blue
Pulsar X2,,Optical,"Wired, Wireless",26000.0,Right,Black
ROCCAT Burst Pro,29.99,Optical,Wired,16000.0,Right,Black
Razer Mamba Wireless 2018,44.0,Optical,Wireless,16000.0,Right,Black / Green
Cherry MC 1000,11.31,Optical,Wired,1200.0,Both,Black
Glorious Model I,68.0,Optical,Wired,19000.0,Right,White / Red
Razer DeathAdder,204.99,Laser,Wired,3500.0,Left,Black
Belkin F5M010QBLK,6.95,Optical,Wired,800.0,Both,Black
Logitech MX Master 3,,Laser,Wireless,4000.0,Right,Silver
Endgame Gear XM1r,59.99,Optical,Wired,19000.0,Right,Black / Gold
Cooler Master MM730,35.99,Optical,Wired,16000.0,Right,Black
Razer Basilisk,,Optical,Wired,16000.0,Right,Pink
Lamzu Atlantis OG,,Optical,"Wired, Wireless",26000.0,Right,Black
HP HyperX Pulsefire Haste 2,89.99,Optical,"Wired, Wireless, Bluetooth Wireless",3200.0,Right,White
ROCCAT Kone XP Air,129.99,Optical,"Wired, Wireless, Bluetooth Wireless",19000.0,Right,White
MSI CLUTCH,79.98,Optical,Wireless,6400.0,Right,Black
SteelSeries Sensei 310,102.99,Optical,Wired,12000.0,Both,Black
Mad Catz The Authentic R.A.T 8+,99.99,Optical,Wired,16000.0,Right,Black
Asus P705 ROG PUGIO II,138.16,Optical,Wireless,16000.0,Right,Black
Logitech M170,12.0,Optical,Wireless,,Both,Gray
Microsoft Wireless Mobile Mouse 1850,11.62,Laser,Wireless,,Both,Black
Razer Pro Click,99.99,Optical,Wireless,16000.0,Right,White
Corsair GLAIVE RGB,,Optical,Wired,16000.0,Right,Black
Redragon Centrophorus M601,,Optical,Wired,2000.0,Right,Black / Red
Genius DX 110,12.47,Optical,Wired,1000.0,Both,Black
Dell MS116,16.99,Optical,Wired,1000.0,Both,Black
FinalMouse Ultralight Pro,,Optical,Wired,3200.0,Right,Black
Cooler Master MM731,47.08,Optical,Wireless,19000.0,Right,Black
Asus ROG Strix Impact II,45.8,Optical,Wired,6200.0,Right,Black
Cooler Master MM720 Matte,27.99,Optical,Wired,16000.0,Right,Black
A4Tech Bloody V7,48.35,Optical,Wired,3200.0,Both,Black / Red
Asus ROG Gladius II,114.99,Optical,Wired,12000.0,Right,Black
Glorious Model O-,79.99,Optical,"Wired, Wireless",19000.0,Right,Black
Asus ROG Strix Impact II,,Optical,Wireless,16000.0,Right,Black
Pulsar X2 Mini,,Optical,"Wired, Wireless",26000.0,Right,Black
Cooler Master MM730,27.1,Optical,Wired,16000.0,Right,White / Gray
Corsair M65 PRO RGB FPS (White),,Optical,Wired,12000.0,Right,White
Gigabyte AORUS M4,28.99,Optical,Wired,6400.0,Both,Black
HP HyperX Pulsefire Dart,78.68,Optical,Wireless,16000.0,Right,Black
Logitech M185,11.99,Laser,Wireless,,Both,Black
V7 Full size USB Optical Mouse,7.99,Optical,Wired,1000.0,Both,Silver / Black
Razer Mamba Tournament Edition,,Laser,Wired,16000.0,Right,Black
SteelSeries Prime Wireless,70.31,Optical,Wireless,18000.0,Right,Black
MSI CLUTCH GM51,84.99,Optical,"Wired, Wireless",26000.0,Right,Black
UtechSmart Venus,32.99,Laser,Wired,16400.0,Right,Black
HP HyperX Pulsefire Raid,50.61,Optical,Wired,16000.0,Right,Black
Logitech MX ANYWHERE 3,79.98,Laser,"Wired, Wireless, Bluetooth Wireless",4000.0,Right,Gray
Microsoft RJN-00025,19.99,Optical,Bluetooth Wireless,,Both,Green
Logitech MX Master,,Optical,Wireless,1600.0,Right,Black / Copper
Corsair SABRE PRO CHAMPION SERIES,47.65,Optical,Wired,18000.0,Right,Black
ROCCAT Kain 100 Aimo RGB,94.95,Optical,Wired,8500.0,Right,Black
EVGA X20,49.99,Optical,"Wired, Wireless, Bluetooth Wireless",16000.0,Right,Gray / Black
Glorious Model O-,79.99,Optical,"Wired, Wireless",19000.0,Right,White
Logitech G703 (Black),64.98,Optical,Wireless,12000.0,Right,Black
Glorious MODEL O GLOSSY,34.77,Optical,Wired,12000.0,Right,Black
Razer Naga 2014,,Laser,Wired,8200.0,Right,Black / Green
Razer Viper,,Optical,Wired,16000.0,Both,White / Gray
SteelSeries Rival 310,75.98,Optical,Wired,12000.0,Right,Black
Anker AK-98ANWVM-UBA,25.0,Optical,Wireless,1600.0,Right,Black
Logitech ERGO M575,44.97,Optical,Bluetooth Wireless,2000.0,Right,Black / Blue
HP HyperX Pulsefire Haste,39.99,Optical,Wired,16000.0,Right,White / Pink
Razer Lancehead Tournament Edition Mercury,165.99,Optical,Wired,16000.0,Both,White / Gray
Cooler Master MM831,75.98,Optical,Wireless,32000.0,Right,Black
Logitech MX Ergo,74.4,Optical,Wireless,440.0,Right,Black
HP Pulsefire Dart,78.68,Optical,Wireless,16000.0,Right,Black
Asus ProArt Mouse MD300,79.99,Optical,"Wired, Wireless, Bluetooth Wireless",4200.0,Right,Black
Microsoft U7Z-00021,11.69,Laser,Wireless,,Both,Pink
Logitech T650,,Touchpad,Wireless,,Both,Silver
Swiftpoint Z Gaming,,Optical,Wired,12000.0,Right,Black
Logitech G100s,19.98,Optical,Wired,2500.0,Both,Black
Glorious MODEL O GLOSSY,34.77,Optical,Wired,12000.0,Right,White
Aula SI-9008,16.99,Optical,Wired,3500.0,Right,Black
Microsoft 4YH-00001,18.94,Optical,Wired,,,Black
Adesso HC-3003US,7.84,Optical,Wired,1000.0,Both,Black
Corsair GLAIVE RGB PRO,,Optical,Wired,18000.0,Right,Black
MSI CLUTCH,41.99,Optical,Wired,6400.0,Right,Black
Razer Taipan,191.37,Laser,Wired,8200.0,Both,Black / White
Cooler Master MM711 Glossy White,29.99,Optical,Wired,16000.0,Right,White
Logitech G500s Laser Gaming Mouse,,Laser,Wired,8200.0,Right,Black / Silver
ROCCAT TYON,,Laser,Wired,8200.0,Right,White
Redragon M801P Sniper Pro,,Optical,Wired,16000.0,Right,Black
MSI CLUTCH,,Optical,Wired,6400.0,Right,Black
SteelSeries Rival 710,125.0,Optical,Wired,16000.0,Right,Black
ROCCAT Burst Pro,29.99,Optical,Wired,16000.0,Right,White
Cooler Master MM710 Matte Black,38.8,Optical,Wired,16000.0,Right,Black
EVGA X12,24.59,Optical,Wired,16000.0,Both,White / Gray
3Dconnexion CadMouse Pro,119.99,Optical,Wireless,7200.0,Left,Black
Corsair SCIMITAR RGB,,Optical,Wired,12000.0,Right,Black
Razer Basilisk,79.75,Optical,Wired,16000.0,Right,Black / Green
Microsoft U7Z-00011,9.94,Laser,Wireless,,Both,Blue
GAMDIAS ZEUS E2,,Optical,Wired,3200.0,Right,Black
Pulsar Xlite V2,,Optical,Wireless,20000.0,Right,Black
Cooler Master MM731,43.0,Optical,Wireless,19000.0,Right,White / Gray
Logitech MX Ergo Plus,93.61,Optical,Wireless,440.0,Right,Black
Logitech M325,17.98,Optical,Wireless,1000.0,Both,Silver
Logitech G203 PRODIGY,39.0,Optical,Wired,6000.0,Right,White
Rosewill Neon M62,20.33,Optical,Wired,10000.0,Right,Black
Apple MB829LL/A,,Laser,Bluetooth Wireless,,,White
Corsair Vengeance M65,,Laser,Wired,8200.0,Right,Black
Corsair M65 RGB,,Laser,Wired,8200.0,Right,Black
Dell WM126,17.59,Optical,Wireless,1000.0,Both,Black
Genius DX 120,,Optical,Wired,1000.0,Both,Black
Cooler Master MM710 Matte White,37.39,Optical,Wired,16000.0,Right,White
Cherry MC 1000,18.82,Optical,Wired,1200.0,Both,Gray
Lamzu Atlantis OG,,Optical,"Wired, Wireless",26000.0,Right,White / Blue
Logitech MX Anywhere 3 for Business,87.99,Laser,"Wireless, Bluetooth Wireless",4000.0,Right,Black
Razer DeathAdder V2 Pro - Genshin Impact Edition,,Optical,"Wired, Wireless, Bluetooth Wireless",20000.0,Right,Blue / White
Logitech MX ANYWHERE 3,79.99,Laser,"Wireless, Bluetooth Wireless",4000.0,Right,Black
Razer DeathAdder V2 - Special Edition,79.99,Optical,Wired,20000.0,Right,Black / Green
HP OMEN Vector Essential,24.99,Optical,Wired,7200.0,Right,Black
HP HyperX Pulsefire Haste,39.99,Optical,Wired,16000.0,,Black / Red
Razer Taipan,126.47,Laser,Wired,8200.0,Both,Black
IOGEAR Tacturus,5.99,Optical,Wireless,1000.0,Both,Black
Kensington K72356US,7.99,Optical,Wired,,Both,Black
Logitech G600 MMO Gaming Mouse,,Laser,Wired,8200.0,Right,White / Black
ROCCAT Kova RGB,,Optical,Wired,7000.0,Both,Black
SteelSeries Rival 110,89.99,Optical,Wired,7200.0,Right,Black
Perixx MX-2000,19.98,Laser,Wired,5040.0,Right,Black / Silver
Logitech M535,22.95,Optical,Bluetooth Wireless,,Both,Blue
Logitech M325,14.99,Optical,Wireless,,Both,Red
Asus P702 ROG GLADIUS II WIRELESS,127.41,Optical,Wireless,16000.0,Right,Black / Red
Xtrfy M4 RGB,57.97,Optical,Wired,16000.0,Right,White
ROCCAT Kain 202 Aimo RGB,94.15,Optical,Wireless,16000.0,Right,White
Cooler Master MM711 Blue Steel,24.99,Optical,Wired,16000.0,Right,Blue
Xtrfy M4 RGB,125.12,Optical,"Wired, Wireless",16000.0,Right,White
Razer TRON,195.0,Laser,Wired,5600.0,,Black
Genius Traveler 6000z,,Optical,Wireless,,Both,Black
Microsoft U7Z-00001,9.94,Laser,Wireless,,Both,Black
Asus ROG Spatha,149.94,Laser,Wireless,8200.0,Right,Black
Verbatim 99768 Commuter,8.81,Optical,Wireless,,Both,White
SteelSeries Rival 5 Destiny Edition,139.94,Optical,Wired,18000.0,Right,White / Silver
Gigabyte AORUS M2,29.94,Optical,Wired,6200.0,Both,Black
Logitech G302 Daedalus Prime Moba,64.5,Optical,Wired,4000.0,Right,Black / Blue
Logitech M500,,Laser,Wired,1000.0,Right,Black / Silver
Alienware AW558,,Optical,Wired,5000.0,Right,Black / Silver
BenQ Zowie EC2-B,,Optical,Wired,3200.0,Right,Black
Endgame Gear XM1r,59.99,Optical,Wired,19000.0,Right,Transparent / Black
Endgame Gear XM2w,,Optical,"Wired, Wired, Wireless",26000.0,Right,Black
